Accion,Actividad,Categoria,Emocion,person,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,LHip_x,LHip_y,LKnee_x,LKnee_y,MidHip_x_T-2,MidHip_x_T-4,MidHip_x_T-6,MidHip_x_T-8,MidHip_y_T-2,MidHip_y_T-4,MidHip_y_T-6,MidHip_y_T-8,RHip_x_T-2,RHip_x_T-4,RHip_x_T-6,RHip_x_T-8,RHip_y_T-2,RHip_y_T-4,RHip_y_T-6,RHip_y_T-8,RKnee_x_T-2,RKnee_x_T-4,RKnee_x_T-6,RKnee_x_T-8,RKnee_y_T-2,RKnee_y_T-4,RKnee_y_T-6,RKnee_y_T-8,LHip_x_T-2,LHip_x_T-4,LHip_x_T-6,LHip_x_T-8,LHip_y_T-2,LHip_y_T-4,LHip_y_T-6,LHip_y_T-8,LKnee_x_T-2,LKnee_x_T-4,LKnee_x_T-6,LKnee_x_T-8,LKnee_y_T-2,LKnee_y_T-4,LKnee_y_T-6,LKnee_y_T-8
DarPaso,Caminar,Pausa,Neutral,0.0,901.8660000000001,341.083,866.638,341.101,893.049,418.88199999999995,935.648,341.07300000000004,957.6610000000001,448.24,901.8919999999999,904.794,901.8760000000001,898.966,322.005,310.25,291.16,279.432,868.1089999999999,871.035,869.561,865.176,324.913,313.186,294.111,286.755,897.4839999999999,894.533,888.643,891.581,393.941,386.605,376.332,373.37800000000004,935.6489999999999,940.035,934.188,932.706,321.976,308.765,288.22900000000004,275.039,957.659,957.687,957.6360000000001,953.2669999999999,435.04,421.84,404.202,383.67400000000004
DarPaso,Caminar,Pausa,Neutral,0.0,901.855,344.022,865.194,342.57,885.692,435.036,935.6339999999999,345.477,956.17,448.23800000000006,903.342,901.87,901.8889999999999,900.408,335.208,313.177,298.491,283.836,868.1039999999999,866.622,868.1239999999999,866.64,336.67800000000005,314.675,301.445,289.70099999999996,898.924,897.429,890.133,890.1139999999999,405.652,391.006,382.205,374.841,938.564,937.096,935.64,934.1469999999999,333.75199999999995,311.722,295.57099999999997,277.971,957.659,957.664,957.66,956.1610000000001,442.38800000000003,432.087,411.561,392.464
DarPaso,Caminar,Pausa,Neutral,0.0,900.403,352.811,865.1560000000001,351.346,878.3960000000001,446.786,934.188,354.292,954.705,452.68,901.8660000000001,901.8919999999999,904.794,901.8760000000001,341.083,322.005,310.25,291.16,866.638,868.1089999999999,871.035,869.561,341.101,324.913,313.186,294.111,893.049,897.4839999999999,894.533,888.643,418.88199999999995,393.941,386.605,376.332,935.648,935.6489999999999,940.035,934.188,341.07300000000004,321.976,308.765,288.22900000000004,957.6610000000001,957.659,957.687,957.6360000000001,448.24,435.04,421.84,404.202
DarPaso,Caminar,Pausa,Neutral,0.0,898.931,355.759,863.687,355.73800000000006,872.493,452.659,932.71,357.231,956.158,458.524,901.855,903.342,901.87,901.8889999999999,344.022,335.208,313.177,298.491,865.194,868.1039999999999,866.622,868.1239999999999,342.57,336.67800000000005,314.675,301.445,885.692,898.924,897.429,890.133,435.036,405.652,391.006,382.205,935.6339999999999,938.564,937.096,935.64,345.477,333.75199999999995,311.722,295.57099999999997,956.17,957.659,957.664,957.66,448.23800000000006,442.38800000000003,432.087,411.561
DarPaso,Caminar,Pausa,Neutral,0.0,897.472,358.68,862.207,357.218,863.71,459.97900000000004,932.668,360.176,954.698,461.471,900.403,901.8660000000001,901.8919999999999,904.794,352.811,341.083,322.005,310.25,865.1560000000001,866.638,868.1089999999999,871.035,351.346,341.101,324.913,313.186,878.3960000000001,893.049,897.4839999999999,894.533,446.786,418.88199999999995,393.941,386.605,934.188,935.648,935.6489999999999,940.035,354.292,341.07300000000004,321.976,308.765,954.705,957.6610000000001,957.659,957.687,452.68,448.24,435.04,421.84
DarPaso,Caminar,Pausa,Neutral,0.0,893.06,358.707,854.914,355.77,854.883,462.95599999999996,929.7489999999999,364.55300000000005,954.7180000000001,462.92199999999997,898.931,901.855,903.342,901.87,355.759,344.022,335.208,313.177,863.687,865.194,868.1039999999999,866.622,355.73800000000006,342.57,336.67800000000005,314.675,872.493,885.692,898.924,897.429,452.659,435.036,405.652,391.006,932.71,935.6339999999999,938.564,937.096,357.231,345.477,333.75199999999995,311.722,956.158,956.17,957.659,957.664,458.524,448.23800000000006,442.38800000000003,432.087
DarPaso,Caminar,Pausa,Neutral,0.0,888.6569999999999,366.051,851.9760000000001,363.09,846.079,467.342,928.2710000000001,371.903,951.797,471.726,897.472,900.403,901.8660000000001,901.8919999999999,358.68,352.811,341.083,322.005,862.207,865.1560000000001,866.638,868.1089999999999,357.218,351.346,341.101,324.913,863.71,878.3960000000001,893.049,897.4839999999999,459.97900000000004,446.786,418.88199999999995,393.941,932.668,934.188,935.648,935.6489999999999,360.176,354.292,341.07300000000004,321.976,954.698,954.705,957.6610000000001,957.659,461.471,452.68,448.24,435.04
DarPaso,Caminar,Pausa,Neutral,0.0,885.7230000000001,370.439,850.5010000000001,366.04400000000004,837.2860000000001,470.284,925.3430000000001,376.3,948.8330000000001,470.28,893.06,898.931,901.855,903.342,358.707,355.759,344.022,335.208,854.914,863.687,865.194,868.1039999999999,355.77,355.73800000000006,342.57,336.67800000000005,854.883,872.493,885.692,898.924,462.95599999999996,452.659,435.036,405.652,929.7489999999999,932.71,935.6339999999999,938.564,364.55300000000005,357.231,345.477,333.75199999999995,954.7180000000001,956.158,956.17,957.659,462.92199999999997,458.524,448.23800000000006,442.38800000000003
DarPaso,Caminar,Pausa,Neutral,0.0,882.802,377.776,849.0110000000001,371.914,832.8660000000001,473.211,920.938,383.64300000000003,948.828,473.218,888.6569999999999,897.472,900.403,901.8660000000001,366.051,358.68,352.811,341.083,851.9760000000001,862.207,865.1560000000001,866.638,363.09,357.218,351.346,341.101,846.079,863.71,878.3960000000001,893.049,467.342,459.97900000000004,446.786,418.88199999999995,928.2710000000001,932.668,934.188,935.648,371.903,360.176,354.292,341.07300000000004,951.797,954.698,954.705,957.6610000000001,471.726,461.471,452.68,448.24
DarPaso,Caminar,Pausa,Neutral,0.0,881.332,383.664,846.0930000000001,377.78,828.488,476.156,916.555,389.50199999999995,948.8389999999999,477.616,885.7230000000001,893.06,898.931,901.855,370.439,358.707,355.759,344.022,850.5010000000001,854.914,863.687,865.194,366.04400000000004,355.77,355.73800000000006,342.57,837.2860000000001,854.883,872.493,885.692,470.284,462.95599999999996,452.659,435.036,925.3430000000001,929.7489999999999,932.71,935.6339999999999,376.3,364.55300000000005,357.231,345.477,948.8330000000001,954.7180000000001,956.158,956.17,470.28,462.92199999999997,458.524,448.23800000000006
DarPaso,Caminar,Pausa,Neutral,0.0,878.382,389.542,841.673,385.125,828.457,482.029,913.59,392.48,947.3989999999999,483.454,882.802,888.6569999999999,897.472,900.403,377.776,366.051,358.68,352.811,849.0110000000001,851.9760000000001,862.207,865.1560000000001,371.914,363.09,357.218,351.346,832.8660000000001,846.079,863.71,878.3960000000001,473.211,467.342,459.97900000000004,446.786,920.938,928.2710000000001,932.668,934.188,383.64300000000003,371.903,360.176,354.292,948.828,951.797,954.698,954.705,473.218,471.726,461.471,452.68
DarPaso,Caminar,Pausa,Neutral,0.0,873.987,392.47900000000004,838.745,389.541,831.3910000000001,487.87699999999995,909.2080000000001,398.33,944.436,484.936,881.332,885.7230000000001,893.06,898.931,383.664,370.439,358.707,355.759,846.0930000000001,850.5010000000001,854.914,863.687,377.78,366.04400000000004,355.77,355.73800000000006,828.488,837.2860000000001,854.883,872.493,476.156,470.284,462.95599999999996,452.659,916.555,925.3430000000001,929.7489999999999,932.71,389.50199999999995,376.3,364.55300000000005,357.231,948.8389999999999,948.8330000000001,954.7180000000001,956.158,477.616,470.28,462.92199999999997,458.524
DarPaso,Caminar,Pausa,Neutral,0.0,871.055,404.21,837.2769999999999,401.274,829.922,498.148,906.26,405.68199999999996,944.4119999999999,487.88,878.382,882.802,888.6569999999999,897.472,389.542,377.776,366.051,358.68,841.673,849.0110000000001,851.9760000000001,862.207,385.125,371.914,363.09,357.218,828.457,832.8660000000001,846.079,863.71,482.029,473.211,467.342,459.97900000000004,913.59,920.938,928.2710000000001,932.668,392.48,383.64300000000003,371.903,360.176,947.3989999999999,948.828,951.797,954.698,483.454,473.218,471.726,461.471
DarPaso,Caminar,Pausa,Neutral,0.0,868.084,404.225,837.248,402.728,822.6080000000001,499.662,898.953,407.135,940.029,490.82199999999995,873.987,881.332,885.7230000000001,893.06,392.47900000000004,383.664,370.439,358.707,838.745,846.0930000000001,850.5010000000001,854.914,389.541,377.78,366.04400000000004,355.77,831.3910000000001,828.488,837.2860000000001,854.883,487.87699999999995,476.156,470.284,462.95599999999996,909.2080000000001,916.555,925.3430000000001,929.7489999999999,398.33,389.50199999999995,376.3,364.55300000000005,944.436,948.8389999999999,948.8330000000001,954.7180000000001,484.936,477.616,470.28,462.92199999999997
DarPaso,Caminar,Pausa,Neutral,0.0,862.206,408.615,831.3989999999999,405.69,816.715,502.577,893.059,411.54400000000004,931.247,490.815,871.055,878.382,882.802,888.6569999999999,404.21,389.542,377.776,366.051,837.2769999999999,841.673,849.0110000000001,851.9760000000001,401.274,385.125,371.914,363.09,829.922,828.457,832.8660000000001,846.079,498.148,482.029,473.211,467.342,906.26,913.59,920.938,928.2710000000001,405.68199999999996,392.48,383.64300000000003,371.903,944.4119999999999,947.3989999999999,948.828,951.797,487.88,483.454,473.218,471.726
DarPaso,Caminar,Pausa,Neutral,0.0,854.8739999999999,410.07099999999997,825.51,405.67800000000005,813.76,502.55800000000005,884.237,414.467,922.447,498.14300000000003,868.084,873.987,881.332,885.7230000000001,404.225,392.47900000000004,383.664,370.439,837.248,838.745,846.0930000000001,850.5010000000001,402.728,389.541,377.78,366.04400000000004,822.6080000000001,831.3910000000001,828.488,837.2860000000001,499.662,487.87699999999995,476.156,470.284,898.953,909.2080000000001,916.555,925.3430000000001,407.135,398.33,389.50199999999995,376.3,940.029,944.436,948.8389999999999,948.8330000000001,490.82199999999995,484.936,477.616,470.28
DarPaso,Caminar,Pausa,Neutral,0.0,847.5419999999999,417.42900000000003,815.268,413.023,807.916,512.842,878.3660000000001,423.293,915.081,501.099,862.206,871.055,878.382,882.802,408.615,404.21,389.542,377.776,831.3989999999999,837.2769999999999,841.673,849.0110000000001,405.69,401.274,385.125,371.914,816.715,829.922,828.457,832.8660000000001,502.577,498.148,482.029,473.211,893.059,906.26,913.59,920.938,411.54400000000004,405.68199999999996,392.48,383.64300000000003,931.247,944.4119999999999,947.3989999999999,948.828,490.815,487.88,483.454,473.218
DarPaso,Caminar,Pausa,Neutral,0.0,837.289,426.221,807.904,421.825,804.966,520.187,868.112,430.63800000000003,906.2769999999999,508.412,854.8739999999999,868.084,873.987,881.332,410.07099999999997,404.225,392.47900000000004,383.664,825.51,837.248,838.745,846.0930000000001,405.67800000000005,402.728,389.541,377.78,813.76,822.6080000000001,831.3910000000001,828.488,502.55800000000005,499.662,487.87699999999995,476.156,884.237,898.953,909.2080000000001,916.555,414.467,407.135,398.33,389.50199999999995,922.447,940.029,944.436,948.8389999999999,498.14300000000003,490.82199999999995,484.936,477.616
DarPaso,Caminar,Pausa,Neutral,0.0,829.941,435.015,800.581,427.69199999999995,800.552,521.668,859.305,437.964,895.972,515.77,847.5419999999999,862.206,871.055,878.382,417.42900000000003,408.615,404.21,389.542,815.268,831.3989999999999,837.2769999999999,841.673,413.023,405.69,401.274,385.125,807.916,816.715,829.922,828.457,512.842,502.577,498.148,482.029,878.3660000000001,893.059,906.26,913.59,423.293,411.54400000000004,405.68199999999996,392.48,915.081,931.247,944.4119999999999,947.3989999999999,501.099,490.815,487.88,483.454
DarPaso,Caminar,Pausa,Neutral,0.0,822.59,437.958,793.227,435.015,793.2510000000001,521.672,851.951,439.467,882.757,528.995,837.289,854.8739999999999,868.084,873.987,426.221,410.07099999999997,404.225,392.47900000000004,807.904,825.51,837.248,838.745,421.825,405.67800000000005,402.728,389.541,804.966,813.76,822.6080000000001,831.3910000000001,520.187,502.55800000000005,499.662,487.87699999999995,868.112,884.237,898.953,909.2080000000001,430.63800000000003,414.467,407.135,398.33,906.2769999999999,922.447,940.029,944.436,508.412,498.14300000000003,490.82199999999995,484.936
DarPaso,Caminar,Pausa,Neutral,0.0,812.32,442.366,784.432,437.98900000000003,791.757,530.47,838.773,448.255,866.623,542.203,829.941,847.5419999999999,862.206,871.055,435.015,417.42900000000003,408.615,404.21,800.581,815.268,831.3989999999999,837.2769999999999,427.69199999999995,413.023,405.69,401.274,800.552,807.916,816.715,829.922,521.668,512.842,502.577,498.148,859.305,878.3660000000001,893.059,906.26,437.964,423.293,411.54400000000004,405.68199999999996,895.972,915.081,931.247,944.4119999999999,515.77,501.099,490.815,487.88
DarPaso,Caminar,Pausa,Neutral,0.0,803.497,442.37199999999996,774.154,437.978,788.822,528.989,831.408,449.71,850.5089999999999,548.067,822.59,837.289,854.8739999999999,868.084,437.958,426.221,410.07099999999997,404.225,793.227,807.904,825.51,837.248,435.015,421.825,405.67800000000005,402.728,793.2510000000001,804.966,813.76,822.6080000000001,521.672,520.187,502.55800000000005,499.662,851.951,868.112,884.237,898.953,439.467,430.63800000000003,414.467,407.135,882.757,906.2769999999999,922.447,940.029,528.995,508.412,498.14300000000003,490.82199999999995
DarPaso,Caminar,Pausa,Neutral,0.0,799.1139999999999,452.62800000000004,772.706,446.782,788.8330000000001,533.406,822.602,455.575,834.3439999999999,555.395,812.32,829.941,847.5419999999999,862.206,442.366,435.015,417.42900000000003,408.615,784.432,800.581,815.268,831.3989999999999,437.98900000000003,427.69199999999995,413.023,405.69,791.757,800.552,807.916,816.715,530.47,521.668,512.842,502.577,838.773,859.305,878.3660000000001,893.059,448.255,437.964,423.293,411.54400000000004,866.623,895.972,915.081,931.247,542.203,515.77,501.099,490.815
DarPaso,Caminar,Pausa,Neutral,0.0,793.2489999999999,451.164,771.221,443.847,787.362,539.265,816.699,454.124,818.171,556.876,803.497,822.59,837.289,854.8739999999999,442.37199999999996,437.958,426.221,410.07099999999997,774.154,793.227,807.904,825.51,437.978,435.015,421.825,405.67800000000005,788.822,793.2510000000001,804.966,813.76,528.989,521.672,520.187,502.55800000000005,831.408,851.951,868.112,884.237,449.71,439.467,430.63800000000003,414.467,850.5089999999999,882.757,906.2769999999999,922.447,548.067,528.995,508.412,498.14300000000003
DarPaso,Caminar,Pausa,Neutral,0.0,788.8480000000001,445.305,769.742,439.44699999999995,785.888,536.3240000000001,809.368,451.175,806.459,556.889,799.1139999999999,812.32,829.941,847.5419999999999,452.62800000000004,442.366,435.015,417.42900000000003,772.706,784.432,800.581,815.268,446.782,437.98900000000003,427.69199999999995,413.023,788.8330000000001,791.757,800.552,807.916,533.406,530.47,521.668,512.842,822.602,838.773,859.305,878.3660000000001,455.575,448.255,437.964,423.293,834.3439999999999,866.623,895.972,915.081,555.395,542.203,515.77,501.099
