Accion,Actividad,Categoria,Emocion,person,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,LHip_x,LHip_y,LKnee_x,LKnee_y,MidHip_x_T-1,MidHip_x_T-2,MidHip_x_T-3,MidHip_x_T-4,MidHip_x_T-5,MidHip_y_T-1,MidHip_y_T-2,MidHip_y_T-3,MidHip_y_T-4,MidHip_y_T-5,RHip_x_T-1,RHip_x_T-2,RHip_x_T-3,RHip_x_T-4,RHip_x_T-5,RHip_y_T-1,RHip_y_T-2,RHip_y_T-3,RHip_y_T-4,RHip_y_T-5,RKnee_x_T-1,RKnee_x_T-2,RKnee_x_T-3,RKnee_x_T-4,RKnee_x_T-5,RKnee_y_T-1,RKnee_y_T-2,RKnee_y_T-3,RKnee_y_T-4,RKnee_y_T-5,LHip_x_T-1,LHip_x_T-2,LHip_x_T-3,LHip_x_T-4,LHip_x_T-5,LHip_y_T-1,LHip_y_T-2,LHip_y_T-3,LHip_y_T-4,LHip_y_T-5,LKnee_x_T-1,LKnee_x_T-2,LKnee_x_T-3,LKnee_x_T-4,LKnee_x_T-5,LKnee_y_T-1,LKnee_y_T-2,LKnee_y_T-3,LKnee_y_T-4,LKnee_y_T-5
DarPaso,Caminar,Pausa,Neutral,0.0,891.581,247.136,859.297,251.546,882.7919999999999,344.039,925.3430000000001,241.273,945.945,341.108,887.196,885.7139999999999,884.248,882.7539999999999,881.2869999999999,241.255,235.388,229.54,226.584,220.71099999999998,856.3610000000001,853.442,853.4169999999999,851.947,850.515,247.146,242.727,238.32,232.445,228.033,882.755,879.8660000000001,881.3380000000001,881.315,878.388,342.545,339.606,338.135,333.75,327.87800000000004,920.952,918.02,913.612,910.679,909.206,233.918,229.502,225.12099999999998,219.24400000000003,214.83,941.497,932.683,923.8710000000001,912.1439999999999,900.421,332.24699999999996,320.53700000000003,310.28700000000003,298.499,285.301
DarPaso,Caminar,Pausa,Neutral,0.0,894.539,250.06400000000002,860.7819999999999,257.402,885.698,348.41900000000004,928.283,244.209,948.872,346.936,891.581,887.196,885.7139999999999,884.248,882.7539999999999,247.136,241.255,235.388,229.54,226.584,859.297,856.3610000000001,853.442,853.4169999999999,851.947,251.546,247.146,242.727,238.32,232.445,882.7919999999999,882.755,879.8660000000001,881.3380000000001,881.315,344.039,342.545,339.606,338.135,333.75,925.3430000000001,920.952,918.02,913.612,910.679,241.273,233.918,229.502,225.12099999999998,219.24400000000003,945.945,941.497,932.683,923.8710000000001,912.1439999999999,341.108,332.24699999999996,320.53700000000003,310.28700000000003,298.499
DarPaso,Caminar,Pausa,Neutral,0.0,897.443,257.389,862.258,263.288,887.201,357.251,929.7639999999999,250.05599999999998,953.2360000000001,352.837,894.539,891.581,887.196,885.7139999999999,884.248,250.06400000000002,247.136,241.255,235.388,229.54,860.7819999999999,859.297,856.3610000000001,853.442,853.4169999999999,257.402,251.546,247.146,242.727,238.32,885.698,882.7919999999999,882.755,879.8660000000001,881.3380000000001,348.41900000000004,344.039,342.545,339.606,338.135,928.283,925.3430000000001,920.952,918.02,913.612,244.209,241.273,233.918,229.502,225.12099999999998,948.872,945.945,941.497,932.683,923.8710000000001,346.936,341.108,332.24699999999996,320.53700000000003,310.28700000000003
DarPaso,Caminar,Pausa,Neutral,0.0,897.466,263.252,862.2589999999999,267.67400000000004,887.198,358.717,931.215,255.94,951.783,361.648,897.443,894.539,891.581,887.196,885.7139999999999,257.389,250.06400000000002,247.136,241.255,235.388,862.258,860.7819999999999,859.297,856.3610000000001,853.442,263.288,257.402,251.546,247.146,242.727,887.201,885.698,882.7919999999999,882.755,879.8660000000001,357.251,348.41900000000004,344.039,342.545,339.606,929.7639999999999,928.283,925.3430000000001,920.952,918.02,250.05599999999998,244.209,241.273,233.918,229.502,953.2360000000001,948.872,945.945,941.497,932.683,352.837,346.936,341.108,332.24699999999996,320.53700000000003
DarPaso,Caminar,Pausa,Neutral,0.0,898.932,267.687,863.721,274.994,887.2189999999999,361.64599999999996,932.679,263.262,953.2489999999999,371.906,897.466,897.443,894.539,891.581,887.196,263.252,257.389,250.06400000000002,247.136,241.255,862.2589999999999,862.258,860.7819999999999,859.297,856.3610000000001,267.67400000000004,263.288,257.402,251.546,247.146,887.198,887.201,885.698,882.7919999999999,882.755,358.717,357.251,348.41900000000004,344.039,342.545,931.215,929.7639999999999,928.283,925.3430000000001,920.952,255.94,250.05599999999998,244.209,241.273,233.918,951.783,953.2360000000001,948.872,945.945,941.497,361.648,352.837,346.936,341.108,332.24699999999996
DarPaso,Caminar,Pausa,Neutral,0.0,898.954,275.005,863.7230000000001,279.431,888.677,367.51300000000003,932.701,269.137,950.328,370.44,898.932,897.466,897.443,894.539,891.581,267.687,263.252,257.389,250.06400000000002,247.136,863.721,862.2589999999999,862.258,860.7819999999999,859.297,274.994,267.67400000000004,263.288,257.402,251.546,887.2189999999999,887.198,887.201,885.698,882.7919999999999,361.64599999999996,358.717,357.251,348.41900000000004,344.039,932.679,931.215,929.7639999999999,928.283,925.3430000000001,263.262,255.94,250.05599999999998,244.209,241.273,953.2489999999999,951.783,953.2360000000001,948.872,945.945,371.906,361.648,352.837,346.936,341.108
DarPaso,Caminar,Pausa,Neutral,0.0,898.966,279.432,865.176,286.755,891.581,373.37800000000004,932.706,275.039,953.2669999999999,383.67400000000004,898.954,898.932,897.466,897.443,894.539,275.005,267.687,263.252,257.389,250.06400000000002,863.7230000000001,863.721,862.2589999999999,862.258,860.7819999999999,279.431,274.994,267.67400000000004,263.288,257.402,888.677,887.2189999999999,887.198,887.201,885.698,367.51300000000003,361.64599999999996,358.717,357.251,348.41900000000004,932.701,932.679,931.215,929.7639999999999,928.283,269.137,263.262,255.94,250.05599999999998,244.209,950.328,953.2489999999999,951.783,953.2360000000001,948.872,370.44,371.906,361.648,352.837,346.936
DarPaso,Caminar,Pausa,Neutral,0.0,900.408,283.836,866.64,289.70099999999996,890.1139999999999,374.841,934.1469999999999,277.971,956.1610000000001,392.464,898.966,898.954,898.932,897.466,897.443,279.432,275.005,267.687,263.252,257.389,865.176,863.7230000000001,863.721,862.2589999999999,862.258,286.755,279.431,274.994,267.67400000000004,263.288,891.581,888.677,887.2189999999999,887.198,887.201,373.37800000000004,367.51300000000003,361.64599999999996,358.717,357.251,932.706,932.701,932.679,931.215,929.7639999999999,275.039,269.137,263.262,255.94,250.05599999999998,953.2669999999999,950.328,953.2489999999999,951.783,953.2360000000001,383.67400000000004,370.44,371.906,361.648,352.837
DarPaso,Caminar,Pausa,Neutral,0.0,901.8760000000001,291.16,869.561,294.111,888.643,376.332,934.188,288.22900000000004,957.6360000000001,404.202,900.408,898.966,898.954,898.932,897.466,283.836,279.432,275.005,267.687,263.252,866.64,865.176,863.7230000000001,863.721,862.2589999999999,289.70099999999996,286.755,279.431,274.994,267.67400000000004,890.1139999999999,891.581,888.677,887.2189999999999,887.198,374.841,373.37800000000004,367.51300000000003,361.64599999999996,358.717,934.1469999999999,932.706,932.701,932.679,931.215,277.971,275.039,269.137,263.262,255.94,956.1610000000001,953.2669999999999,950.328,953.2489999999999,951.783,392.464,383.67400000000004,370.44,371.906,361.648
DarPaso,Caminar,Pausa,Neutral,0.0,901.8889999999999,298.491,868.1239999999999,301.445,890.133,382.205,935.64,295.57099999999997,957.66,411.561,901.8760000000001,900.408,898.966,898.954,898.932,291.16,283.836,279.432,275.005,267.687,869.561,866.64,865.176,863.7230000000001,863.721,294.111,289.70099999999996,286.755,279.431,274.994,888.643,890.1139999999999,891.581,888.677,887.2189999999999,376.332,374.841,373.37800000000004,367.51300000000003,361.64599999999996,934.188,934.1469999999999,932.706,932.701,932.679,288.22900000000004,277.971,275.039,269.137,263.262,957.6360000000001,956.1610000000001,953.2669999999999,950.328,953.2489999999999,404.202,392.464,383.67400000000004,370.44,371.906
DarPaso,Caminar,Pausa,Neutral,0.0,904.794,310.25,871.035,313.186,894.533,386.605,940.035,308.765,957.687,421.84,901.8889999999999,901.8760000000001,900.408,898.966,898.954,298.491,291.16,283.836,279.432,275.005,868.1239999999999,869.561,866.64,865.176,863.7230000000001,301.445,294.111,289.70099999999996,286.755,279.431,890.133,888.643,890.1139999999999,891.581,888.677,382.205,376.332,374.841,373.37800000000004,367.51300000000003,935.64,934.188,934.1469999999999,932.706,932.701,295.57099999999997,288.22900000000004,277.971,275.039,269.137,957.66,957.6360000000001,956.1610000000001,953.2669999999999,950.328,411.561,404.202,392.464,383.67400000000004,370.44
DarPaso,Caminar,Pausa,Neutral,0.0,901.87,313.177,866.622,314.675,897.429,391.006,937.096,311.722,957.664,432.087,904.794,901.8889999999999,901.8760000000001,900.408,898.966,310.25,298.491,291.16,283.836,279.432,871.035,868.1239999999999,869.561,866.64,865.176,313.186,301.445,294.111,289.70099999999996,286.755,894.533,890.133,888.643,890.1139999999999,891.581,386.605,382.205,376.332,374.841,373.37800000000004,940.035,935.64,934.188,934.1469999999999,932.706,308.765,295.57099999999997,288.22900000000004,277.971,275.039,957.687,957.66,957.6360000000001,956.1610000000001,953.2669999999999,421.84,411.561,404.202,392.464,383.67400000000004
DarPaso,Caminar,Pausa,Neutral,0.0,901.8919999999999,322.005,868.1089999999999,324.913,897.4839999999999,393.941,935.6489999999999,321.976,957.659,435.04,901.87,904.794,901.8889999999999,901.8760000000001,900.408,313.177,310.25,298.491,291.16,283.836,866.622,871.035,868.1239999999999,869.561,866.64,314.675,313.186,301.445,294.111,289.70099999999996,897.429,894.533,890.133,888.643,890.1139999999999,391.006,386.605,382.205,376.332,374.841,937.096,940.035,935.64,934.188,934.1469999999999,311.722,308.765,295.57099999999997,288.22900000000004,277.971,957.664,957.687,957.66,957.6360000000001,956.1610000000001,432.087,421.84,411.561,404.202,392.464
DarPaso,Caminar,Pausa,Neutral,0.0,903.342,335.208,868.1039999999999,336.67800000000005,898.924,405.652,938.564,333.75199999999995,957.659,442.38800000000003,901.8919999999999,901.87,904.794,901.8889999999999,901.8760000000001,322.005,313.177,310.25,298.491,291.16,868.1089999999999,866.622,871.035,868.1239999999999,869.561,324.913,314.675,313.186,301.445,294.111,897.4839999999999,897.429,894.533,890.133,888.643,393.941,391.006,386.605,382.205,376.332,935.6489999999999,937.096,940.035,935.64,934.188,321.976,311.722,308.765,295.57099999999997,288.22900000000004,957.659,957.664,957.687,957.66,957.6360000000001,435.04,432.087,421.84,411.561,404.202
DarPaso,Caminar,Pausa,Neutral,0.0,901.8660000000001,341.083,866.638,341.101,893.049,418.88199999999995,935.648,341.07300000000004,957.6610000000001,448.24,903.342,901.8919999999999,901.87,904.794,901.8889999999999,335.208,322.005,313.177,310.25,298.491,868.1039999999999,868.1089999999999,866.622,871.035,868.1239999999999,336.67800000000005,324.913,314.675,313.186,301.445,898.924,897.4839999999999,897.429,894.533,890.133,405.652,393.941,391.006,386.605,382.205,938.564,935.6489999999999,937.096,940.035,935.64,333.75199999999995,321.976,311.722,308.765,295.57099999999997,957.659,957.659,957.664,957.687,957.66,442.38800000000003,435.04,432.087,421.84,411.561
DarPaso,Caminar,Pausa,Neutral,0.0,901.855,344.022,865.194,342.57,885.692,435.036,935.6339999999999,345.477,956.17,448.23800000000006,901.8660000000001,903.342,901.8919999999999,901.87,904.794,341.083,335.208,322.005,313.177,310.25,866.638,868.1039999999999,868.1089999999999,866.622,871.035,341.101,336.67800000000005,324.913,314.675,313.186,893.049,898.924,897.4839999999999,897.429,894.533,418.88199999999995,405.652,393.941,391.006,386.605,935.648,938.564,935.6489999999999,937.096,940.035,341.07300000000004,333.75199999999995,321.976,311.722,308.765,957.6610000000001,957.659,957.659,957.664,957.687,448.24,442.38800000000003,435.04,432.087,421.84
DarPaso,Caminar,Pausa,Neutral,0.0,900.403,352.811,865.1560000000001,351.346,878.3960000000001,446.786,934.188,354.292,954.705,452.68,901.855,901.8660000000001,903.342,901.8919999999999,901.87,344.022,341.083,335.208,322.005,313.177,865.194,866.638,868.1039999999999,868.1089999999999,866.622,342.57,341.101,336.67800000000005,324.913,314.675,885.692,893.049,898.924,897.4839999999999,897.429,435.036,418.88199999999995,405.652,393.941,391.006,935.6339999999999,935.648,938.564,935.6489999999999,937.096,345.477,341.07300000000004,333.75199999999995,321.976,311.722,956.17,957.6610000000001,957.659,957.659,957.664,448.23800000000006,448.24,442.38800000000003,435.04,432.087
DarPaso,Caminar,Pausa,Neutral,0.0,898.931,355.759,863.687,355.73800000000006,872.493,452.659,932.71,357.231,956.158,458.524,900.403,901.855,901.8660000000001,903.342,901.8919999999999,352.811,344.022,341.083,335.208,322.005,865.1560000000001,865.194,866.638,868.1039999999999,868.1089999999999,351.346,342.57,341.101,336.67800000000005,324.913,878.3960000000001,885.692,893.049,898.924,897.4839999999999,446.786,435.036,418.88199999999995,405.652,393.941,934.188,935.6339999999999,935.648,938.564,935.6489999999999,354.292,345.477,341.07300000000004,333.75199999999995,321.976,954.705,956.17,957.6610000000001,957.659,957.659,452.68,448.23800000000006,448.24,442.38800000000003,435.04
DarPaso,Caminar,Pausa,Neutral,0.0,897.472,358.68,862.207,357.218,863.71,459.97900000000004,932.668,360.176,954.698,461.471,898.931,900.403,901.855,901.8660000000001,903.342,355.759,352.811,344.022,341.083,335.208,863.687,865.1560000000001,865.194,866.638,868.1039999999999,355.73800000000006,351.346,342.57,341.101,336.67800000000005,872.493,878.3960000000001,885.692,893.049,898.924,452.659,446.786,435.036,418.88199999999995,405.652,932.71,934.188,935.6339999999999,935.648,938.564,357.231,354.292,345.477,341.07300000000004,333.75199999999995,956.158,954.705,956.17,957.6610000000001,957.659,458.524,452.68,448.23800000000006,448.24,442.38800000000003
DarPaso,Caminar,Pausa,Neutral,0.0,893.06,358.707,854.914,355.77,854.883,462.95599999999996,929.7489999999999,364.55300000000005,954.7180000000001,462.92199999999997,897.472,898.931,900.403,901.855,901.8660000000001,358.68,355.759,352.811,344.022,341.083,862.207,863.687,865.1560000000001,865.194,866.638,357.218,355.73800000000006,351.346,342.57,341.101,863.71,872.493,878.3960000000001,885.692,893.049,459.97900000000004,452.659,446.786,435.036,418.88199999999995,932.668,932.71,934.188,935.6339999999999,935.648,360.176,357.231,354.292,345.477,341.07300000000004,954.698,956.158,954.705,956.17,957.6610000000001,461.471,458.524,452.68,448.23800000000006,448.24
DarPaso,Caminar,Pausa,Neutral,0.0,888.6569999999999,366.051,851.9760000000001,363.09,846.079,467.342,928.2710000000001,371.903,951.797,471.726,893.06,897.472,898.931,900.403,901.855,358.707,358.68,355.759,352.811,344.022,854.914,862.207,863.687,865.1560000000001,865.194,355.77,357.218,355.73800000000006,351.346,342.57,854.883,863.71,872.493,878.3960000000001,885.692,462.95599999999996,459.97900000000004,452.659,446.786,435.036,929.7489999999999,932.668,932.71,934.188,935.6339999999999,364.55300000000005,360.176,357.231,354.292,345.477,954.7180000000001,954.698,956.158,954.705,956.17,462.92199999999997,461.471,458.524,452.68,448.23800000000006
DarPaso,Caminar,Pausa,Neutral,0.0,885.7230000000001,370.439,850.5010000000001,366.04400000000004,837.2860000000001,470.284,925.3430000000001,376.3,948.8330000000001,470.28,888.6569999999999,893.06,897.472,898.931,900.403,366.051,358.707,358.68,355.759,352.811,851.9760000000001,854.914,862.207,863.687,865.1560000000001,363.09,355.77,357.218,355.73800000000006,351.346,846.079,854.883,863.71,872.493,878.3960000000001,467.342,462.95599999999996,459.97900000000004,452.659,446.786,928.2710000000001,929.7489999999999,932.668,932.71,934.188,371.903,364.55300000000005,360.176,357.231,354.292,951.797,954.7180000000001,954.698,956.158,954.705,471.726,462.92199999999997,461.471,458.524,452.68
DarPaso,Caminar,Pausa,Neutral,0.0,882.802,377.776,849.0110000000001,371.914,832.8660000000001,473.211,920.938,383.64300000000003,948.828,473.218,885.7230000000001,888.6569999999999,893.06,897.472,898.931,370.439,366.051,358.707,358.68,355.759,850.5010000000001,851.9760000000001,854.914,862.207,863.687,366.04400000000004,363.09,355.77,357.218,355.73800000000006,837.2860000000001,846.079,854.883,863.71,872.493,470.284,467.342,462.95599999999996,459.97900000000004,452.659,925.3430000000001,928.2710000000001,929.7489999999999,932.668,932.71,376.3,371.903,364.55300000000005,360.176,357.231,948.8330000000001,951.797,954.7180000000001,954.698,956.158,470.28,471.726,462.92199999999997,461.471,458.524
DarPaso,Caminar,Pausa,Neutral,0.0,881.332,383.664,846.0930000000001,377.78,828.488,476.156,916.555,389.50199999999995,948.8389999999999,477.616,882.802,885.7230000000001,888.6569999999999,893.06,897.472,377.776,370.439,366.051,358.707,358.68,849.0110000000001,850.5010000000001,851.9760000000001,854.914,862.207,371.914,366.04400000000004,363.09,355.77,357.218,832.8660000000001,837.2860000000001,846.079,854.883,863.71,473.211,470.284,467.342,462.95599999999996,459.97900000000004,920.938,925.3430000000001,928.2710000000001,929.7489999999999,932.668,383.64300000000003,376.3,371.903,364.55300000000005,360.176,948.828,948.8330000000001,951.797,954.7180000000001,954.698,473.218,470.28,471.726,462.92199999999997,461.471
DarPaso,Caminar,Pausa,Neutral,0.0,878.382,389.542,841.673,385.125,828.457,482.029,913.59,392.48,947.3989999999999,483.454,881.332,882.802,885.7230000000001,888.6569999999999,893.06,383.664,377.776,370.439,366.051,358.707,846.0930000000001,849.0110000000001,850.5010000000001,851.9760000000001,854.914,377.78,371.914,366.04400000000004,363.09,355.77,828.488,832.8660000000001,837.2860000000001,846.079,854.883,476.156,473.211,470.284,467.342,462.95599999999996,916.555,920.938,925.3430000000001,928.2710000000001,929.7489999999999,389.50199999999995,383.64300000000003,376.3,371.903,364.55300000000005,948.8389999999999,948.828,948.8330000000001,951.797,954.7180000000001,477.616,473.218,470.28,471.726,462.92199999999997
DarPaso,Caminar,Pausa,Neutral,0.0,873.987,392.47900000000004,838.745,389.541,831.3910000000001,487.87699999999995,909.2080000000001,398.33,944.436,484.936,878.382,881.332,882.802,885.7230000000001,888.6569999999999,389.542,383.664,377.776,370.439,366.051,841.673,846.0930000000001,849.0110000000001,850.5010000000001,851.9760000000001,385.125,377.78,371.914,366.04400000000004,363.09,828.457,828.488,832.8660000000001,837.2860000000001,846.079,482.029,476.156,473.211,470.284,467.342,913.59,916.555,920.938,925.3430000000001,928.2710000000001,392.48,389.50199999999995,383.64300000000003,376.3,371.903,947.3989999999999,948.8389999999999,948.828,948.8330000000001,951.797,483.454,477.616,473.218,470.28,471.726
DarPaso,Caminar,Pausa,Neutral,0.0,871.055,404.21,837.2769999999999,401.274,829.922,498.148,906.26,405.68199999999996,944.4119999999999,487.88,873.987,878.382,881.332,882.802,885.7230000000001,392.47900000000004,389.542,383.664,377.776,370.439,838.745,841.673,846.0930000000001,849.0110000000001,850.5010000000001,389.541,385.125,377.78,371.914,366.04400000000004,831.3910000000001,828.457,828.488,832.8660000000001,837.2860000000001,487.87699999999995,482.029,476.156,473.211,470.284,909.2080000000001,913.59,916.555,920.938,925.3430000000001,398.33,392.48,389.50199999999995,383.64300000000003,376.3,944.436,947.3989999999999,948.8389999999999,948.828,948.8330000000001,484.936,483.454,477.616,473.218,470.28
DarPaso,Caminar,Pausa,Neutral,0.0,868.084,404.225,837.248,402.728,822.6080000000001,499.662,898.953,407.135,940.029,490.82199999999995,871.055,873.987,878.382,881.332,882.802,404.21,392.47900000000004,389.542,383.664,377.776,837.2769999999999,838.745,841.673,846.0930000000001,849.0110000000001,401.274,389.541,385.125,377.78,371.914,829.922,831.3910000000001,828.457,828.488,832.8660000000001,498.148,487.87699999999995,482.029,476.156,473.211,906.26,909.2080000000001,913.59,916.555,920.938,405.68199999999996,398.33,392.48,389.50199999999995,383.64300000000003,944.4119999999999,944.436,947.3989999999999,948.8389999999999,948.828,487.88,484.936,483.454,477.616,473.218
DarPaso,Caminar,Pausa,Neutral,0.0,862.206,408.615,831.3989999999999,405.69,816.715,502.577,893.059,411.54400000000004,931.247,490.815,868.084,871.055,873.987,878.382,881.332,404.225,404.21,392.47900000000004,389.542,383.664,837.248,837.2769999999999,838.745,841.673,846.0930000000001,402.728,401.274,389.541,385.125,377.78,822.6080000000001,829.922,831.3910000000001,828.457,828.488,499.662,498.148,487.87699999999995,482.029,476.156,898.953,906.26,909.2080000000001,913.59,916.555,407.135,405.68199999999996,398.33,392.48,389.50199999999995,940.029,944.4119999999999,944.436,947.3989999999999,948.8389999999999,490.82199999999995,487.88,484.936,483.454,477.616
DarPaso,Caminar,Pausa,Neutral,0.0,854.8739999999999,410.07099999999997,825.51,405.67800000000005,813.76,502.55800000000005,884.237,414.467,922.447,498.14300000000003,862.206,868.084,871.055,873.987,878.382,408.615,404.225,404.21,392.47900000000004,389.542,831.3989999999999,837.248,837.2769999999999,838.745,841.673,405.69,402.728,401.274,389.541,385.125,816.715,822.6080000000001,829.922,831.3910000000001,828.457,502.577,499.662,498.148,487.87699999999995,482.029,893.059,898.953,906.26,909.2080000000001,913.59,411.54400000000004,407.135,405.68199999999996,398.33,392.48,931.247,940.029,944.4119999999999,944.436,947.3989999999999,490.815,490.82199999999995,487.88,484.936,483.454
