Accion,Actividad,Categoria,Emocion,person,MidHip_x,MidHip_y,RHip_x,RHip_y,RKnee_x,RKnee_y,LHip_x,LHip_y,LKnee_x,LKnee_y,MidHip_x_T-6,MidHip_x_T-7,MidHip_x_T-8,MidHip_x_T-9,MidHip_y_T-6,MidHip_y_T-7,MidHip_y_T-8,MidHip_y_T-9,RHip_x_T-6,RHip_x_T-7,RHip_x_T-8,RHip_x_T-9,RHip_y_T-6,RHip_y_T-7,RHip_y_T-8,RHip_y_T-9,RKnee_x_T-6,RKnee_x_T-7,RKnee_x_T-8,RKnee_x_T-9,RKnee_y_T-6,RKnee_y_T-7,RKnee_y_T-8,RKnee_y_T-9,LHip_x_T-6,LHip_x_T-7,LHip_x_T-8,LHip_x_T-9,LHip_y_T-6,LHip_y_T-7,LHip_y_T-8,LHip_y_T-9,LKnee_x_T-6,LKnee_x_T-7,LKnee_x_T-8,LKnee_x_T-9,LKnee_y_T-6,LKnee_y_T-7,LKnee_y_T-8,LKnee_y_T-9
DarPaso,Caminar,Pausa,Neutral,0.0,901.855,344.022,865.194,342.57,885.692,435.036,935.6339999999999,345.477,956.17,448.23800000000006,901.8889999999999,901.8760000000001,900.408,898.966,298.491,291.16,283.836,279.432,868.1239999999999,869.561,866.64,865.176,301.445,294.111,289.70099999999996,286.755,890.133,888.643,890.1139999999999,891.581,382.205,376.332,374.841,373.37800000000004,935.64,934.188,934.1469999999999,932.706,295.57099999999997,288.22900000000004,277.971,275.039,957.66,957.6360000000001,956.1610000000001,953.2669999999999,411.561,404.202,392.464,383.67400000000004
DarPaso,Caminar,Pausa,Neutral,0.0,900.403,352.811,865.1560000000001,351.346,878.3960000000001,446.786,934.188,354.292,954.705,452.68,904.794,901.8889999999999,901.8760000000001,900.408,310.25,298.491,291.16,283.836,871.035,868.1239999999999,869.561,866.64,313.186,301.445,294.111,289.70099999999996,894.533,890.133,888.643,890.1139999999999,386.605,382.205,376.332,374.841,940.035,935.64,934.188,934.1469999999999,308.765,295.57099999999997,288.22900000000004,277.971,957.687,957.66,957.6360000000001,956.1610000000001,421.84,411.561,404.202,392.464
DarPaso,Caminar,Pausa,Neutral,0.0,898.931,355.759,863.687,355.73800000000006,872.493,452.659,932.71,357.231,956.158,458.524,901.87,904.794,901.8889999999999,901.8760000000001,313.177,310.25,298.491,291.16,866.622,871.035,868.1239999999999,869.561,314.675,313.186,301.445,294.111,897.429,894.533,890.133,888.643,391.006,386.605,382.205,376.332,937.096,940.035,935.64,934.188,311.722,308.765,295.57099999999997,288.22900000000004,957.664,957.687,957.66,957.6360000000001,432.087,421.84,411.561,404.202
DarPaso,Caminar,Pausa,Neutral,0.0,897.472,358.68,862.207,357.218,863.71,459.97900000000004,932.668,360.176,954.698,461.471,901.8919999999999,901.87,904.794,901.8889999999999,322.005,313.177,310.25,298.491,868.1089999999999,866.622,871.035,868.1239999999999,324.913,314.675,313.186,301.445,897.4839999999999,897.429,894.533,890.133,393.941,391.006,386.605,382.205,935.6489999999999,937.096,940.035,935.64,321.976,311.722,308.765,295.57099999999997,957.659,957.664,957.687,957.66,435.04,432.087,421.84,411.561
DarPaso,Caminar,Pausa,Neutral,0.0,893.06,358.707,854.914,355.77,854.883,462.95599999999996,929.7489999999999,364.55300000000005,954.7180000000001,462.92199999999997,903.342,901.8919999999999,901.87,904.794,335.208,322.005,313.177,310.25,868.1039999999999,868.1089999999999,866.622,871.035,336.67800000000005,324.913,314.675,313.186,898.924,897.4839999999999,897.429,894.533,405.652,393.941,391.006,386.605,938.564,935.6489999999999,937.096,940.035,333.75199999999995,321.976,311.722,308.765,957.659,957.659,957.664,957.687,442.38800000000003,435.04,432.087,421.84
DarPaso,Caminar,Pausa,Neutral,0.0,888.6569999999999,366.051,851.9760000000001,363.09,846.079,467.342,928.2710000000001,371.903,951.797,471.726,901.8660000000001,903.342,901.8919999999999,901.87,341.083,335.208,322.005,313.177,866.638,868.1039999999999,868.1089999999999,866.622,341.101,336.67800000000005,324.913,314.675,893.049,898.924,897.4839999999999,897.429,418.88199999999995,405.652,393.941,391.006,935.648,938.564,935.6489999999999,937.096,341.07300000000004,333.75199999999995,321.976,311.722,957.6610000000001,957.659,957.659,957.664,448.24,442.38800000000003,435.04,432.087
DarPaso,Caminar,Pausa,Neutral,0.0,885.7230000000001,370.439,850.5010000000001,366.04400000000004,837.2860000000001,470.284,925.3430000000001,376.3,948.8330000000001,470.28,901.855,901.8660000000001,903.342,901.8919999999999,344.022,341.083,335.208,322.005,865.194,866.638,868.1039999999999,868.1089999999999,342.57,341.101,336.67800000000005,324.913,885.692,893.049,898.924,897.4839999999999,435.036,418.88199999999995,405.652,393.941,935.6339999999999,935.648,938.564,935.6489999999999,345.477,341.07300000000004,333.75199999999995,321.976,956.17,957.6610000000001,957.659,957.659,448.23800000000006,448.24,442.38800000000003,435.04
DarPaso,Caminar,Pausa,Neutral,0.0,882.802,377.776,849.0110000000001,371.914,832.8660000000001,473.211,920.938,383.64300000000003,948.828,473.218,900.403,901.855,901.8660000000001,903.342,352.811,344.022,341.083,335.208,865.1560000000001,865.194,866.638,868.1039999999999,351.346,342.57,341.101,336.67800000000005,878.3960000000001,885.692,893.049,898.924,446.786,435.036,418.88199999999995,405.652,934.188,935.6339999999999,935.648,938.564,354.292,345.477,341.07300000000004,333.75199999999995,954.705,956.17,957.6610000000001,957.659,452.68,448.23800000000006,448.24,442.38800000000003
DarPaso,Caminar,Pausa,Neutral,0.0,881.332,383.664,846.0930000000001,377.78,828.488,476.156,916.555,389.50199999999995,948.8389999999999,477.616,898.931,900.403,901.855,901.8660000000001,355.759,352.811,344.022,341.083,863.687,865.1560000000001,865.194,866.638,355.73800000000006,351.346,342.57,341.101,872.493,878.3960000000001,885.692,893.049,452.659,446.786,435.036,418.88199999999995,932.71,934.188,935.6339999999999,935.648,357.231,354.292,345.477,341.07300000000004,956.158,954.705,956.17,957.6610000000001,458.524,452.68,448.23800000000006,448.24
DarPaso,Caminar,Pausa,Neutral,0.0,878.382,389.542,841.673,385.125,828.457,482.029,913.59,392.48,947.3989999999999,483.454,897.472,898.931,900.403,901.855,358.68,355.759,352.811,344.022,862.207,863.687,865.1560000000001,865.194,357.218,355.73800000000006,351.346,342.57,863.71,872.493,878.3960000000001,885.692,459.97900000000004,452.659,446.786,435.036,932.668,932.71,934.188,935.6339999999999,360.176,357.231,354.292,345.477,954.698,956.158,954.705,956.17,461.471,458.524,452.68,448.23800000000006
DarPaso,Caminar,Pausa,Neutral,0.0,873.987,392.47900000000004,838.745,389.541,831.3910000000001,487.87699999999995,909.2080000000001,398.33,944.436,484.936,893.06,897.472,898.931,900.403,358.707,358.68,355.759,352.811,854.914,862.207,863.687,865.1560000000001,355.77,357.218,355.73800000000006,351.346,854.883,863.71,872.493,878.3960000000001,462.95599999999996,459.97900000000004,452.659,446.786,929.7489999999999,932.668,932.71,934.188,364.55300000000005,360.176,357.231,354.292,954.7180000000001,954.698,956.158,954.705,462.92199999999997,461.471,458.524,452.68
DarPaso,Caminar,Pausa,Neutral,0.0,871.055,404.21,837.2769999999999,401.274,829.922,498.148,906.26,405.68199999999996,944.4119999999999,487.88,888.6569999999999,893.06,897.472,898.931,366.051,358.707,358.68,355.759,851.9760000000001,854.914,862.207,863.687,363.09,355.77,357.218,355.73800000000006,846.079,854.883,863.71,872.493,467.342,462.95599999999996,459.97900000000004,452.659,928.2710000000001,929.7489999999999,932.668,932.71,371.903,364.55300000000005,360.176,357.231,951.797,954.7180000000001,954.698,956.158,471.726,462.92199999999997,461.471,458.524
DarPaso,Caminar,Pausa,Neutral,0.0,868.084,404.225,837.248,402.728,822.6080000000001,499.662,898.953,407.135,940.029,490.82199999999995,885.7230000000001,888.6569999999999,893.06,897.472,370.439,366.051,358.707,358.68,850.5010000000001,851.9760000000001,854.914,862.207,366.04400000000004,363.09,355.77,357.218,837.2860000000001,846.079,854.883,863.71,470.284,467.342,462.95599999999996,459.97900000000004,925.3430000000001,928.2710000000001,929.7489999999999,932.668,376.3,371.903,364.55300000000005,360.176,948.8330000000001,951.797,954.7180000000001,954.698,470.28,471.726,462.92199999999997,461.471
DarPaso,Caminar,Pausa,Neutral,0.0,862.206,408.615,831.3989999999999,405.69,816.715,502.577,893.059,411.54400000000004,931.247,490.815,882.802,885.7230000000001,888.6569999999999,893.06,377.776,370.439,366.051,358.707,849.0110000000001,850.5010000000001,851.9760000000001,854.914,371.914,366.04400000000004,363.09,355.77,832.8660000000001,837.2860000000001,846.079,854.883,473.211,470.284,467.342,462.95599999999996,920.938,925.3430000000001,928.2710000000001,929.7489999999999,383.64300000000003,376.3,371.903,364.55300000000005,948.828,948.8330000000001,951.797,954.7180000000001,473.218,470.28,471.726,462.92199999999997
DarPaso,Caminar,Pausa,Neutral,0.0,854.8739999999999,410.07099999999997,825.51,405.67800000000005,813.76,502.55800000000005,884.237,414.467,922.447,498.14300000000003,881.332,882.802,885.7230000000001,888.6569999999999,383.664,377.776,370.439,366.051,846.0930000000001,849.0110000000001,850.5010000000001,851.9760000000001,377.78,371.914,366.04400000000004,363.09,828.488,832.8660000000001,837.2860000000001,846.079,476.156,473.211,470.284,467.342,916.555,920.938,925.3430000000001,928.2710000000001,389.50199999999995,383.64300000000003,376.3,371.903,948.8389999999999,948.828,948.8330000000001,951.797,477.616,473.218,470.28,471.726
DarPaso,Caminar,Pausa,Neutral,0.0,847.5419999999999,417.42900000000003,815.268,413.023,807.916,512.842,878.3660000000001,423.293,915.081,501.099,878.382,881.332,882.802,885.7230000000001,389.542,383.664,377.776,370.439,841.673,846.0930000000001,849.0110000000001,850.5010000000001,385.125,377.78,371.914,366.04400000000004,828.457,828.488,832.8660000000001,837.2860000000001,482.029,476.156,473.211,470.284,913.59,916.555,920.938,925.3430000000001,392.48,389.50199999999995,383.64300000000003,376.3,947.3989999999999,948.8389999999999,948.828,948.8330000000001,483.454,477.616,473.218,470.28
DarPaso,Caminar,Pausa,Neutral,0.0,837.289,426.221,807.904,421.825,804.966,520.187,868.112,430.63800000000003,906.2769999999999,508.412,873.987,878.382,881.332,882.802,392.47900000000004,389.542,383.664,377.776,838.745,841.673,846.0930000000001,849.0110000000001,389.541,385.125,377.78,371.914,831.3910000000001,828.457,828.488,832.8660000000001,487.87699999999995,482.029,476.156,473.211,909.2080000000001,913.59,916.555,920.938,398.33,392.48,389.50199999999995,383.64300000000003,944.436,947.3989999999999,948.8389999999999,948.828,484.936,483.454,477.616,473.218
DarPaso,Caminar,Pausa,Neutral,0.0,829.941,435.015,800.581,427.69199999999995,800.552,521.668,859.305,437.964,895.972,515.77,871.055,873.987,878.382,881.332,404.21,392.47900000000004,389.542,383.664,837.2769999999999,838.745,841.673,846.0930000000001,401.274,389.541,385.125,377.78,829.922,831.3910000000001,828.457,828.488,498.148,487.87699999999995,482.029,476.156,906.26,909.2080000000001,913.59,916.555,405.68199999999996,398.33,392.48,389.50199999999995,944.4119999999999,944.436,947.3989999999999,948.8389999999999,487.88,484.936,483.454,477.616
DarPaso,Caminar,Pausa,Neutral,0.0,822.59,437.958,793.227,435.015,793.2510000000001,521.672,851.951,439.467,882.757,528.995,868.084,871.055,873.987,878.382,404.225,404.21,392.47900000000004,389.542,837.248,837.2769999999999,838.745,841.673,402.728,401.274,389.541,385.125,822.6080000000001,829.922,831.3910000000001,828.457,499.662,498.148,487.87699999999995,482.029,898.953,906.26,909.2080000000001,913.59,407.135,405.68199999999996,398.33,392.48,940.029,944.4119999999999,944.436,947.3989999999999,490.82199999999995,487.88,484.936,483.454
DarPaso,Caminar,Pausa,Neutral,0.0,812.32,442.366,784.432,437.98900000000003,791.757,530.47,838.773,448.255,866.623,542.203,862.206,868.084,871.055,873.987,408.615,404.225,404.21,392.47900000000004,831.3989999999999,837.248,837.2769999999999,838.745,405.69,402.728,401.274,389.541,816.715,822.6080000000001,829.922,831.3910000000001,502.577,499.662,498.148,487.87699999999995,893.059,898.953,906.26,909.2080000000001,411.54400000000004,407.135,405.68199999999996,398.33,931.247,940.029,944.4119999999999,944.436,490.815,490.82199999999995,487.88,484.936
DarPaso,Caminar,Pausa,Neutral,0.0,803.497,442.37199999999996,774.154,437.978,788.822,528.989,831.408,449.71,850.5089999999999,548.067,854.8739999999999,862.206,868.084,871.055,410.07099999999997,408.615,404.225,404.21,825.51,831.3989999999999,837.248,837.2769999999999,405.67800000000005,405.69,402.728,401.274,813.76,816.715,822.6080000000001,829.922,502.55800000000005,502.577,499.662,498.148,884.237,893.059,898.953,906.26,414.467,411.54400000000004,407.135,405.68199999999996,922.447,931.247,940.029,944.4119999999999,498.14300000000003,490.815,490.82199999999995,487.88
DarPaso,Caminar,Pausa,Neutral,0.0,799.1139999999999,452.62800000000004,772.706,446.782,788.8330000000001,533.406,822.602,455.575,834.3439999999999,555.395,847.5419999999999,854.8739999999999,862.206,868.084,417.42900000000003,410.07099999999997,408.615,404.225,815.268,825.51,831.3989999999999,837.248,413.023,405.67800000000005,405.69,402.728,807.916,813.76,816.715,822.6080000000001,512.842,502.55800000000005,502.577,499.662,878.3660000000001,884.237,893.059,898.953,423.293,414.467,411.54400000000004,407.135,915.081,922.447,931.247,940.029,501.099,498.14300000000003,490.815,490.82199999999995
DarPaso,Caminar,Pausa,Neutral,0.0,793.2489999999999,451.164,771.221,443.847,787.362,539.265,816.699,454.124,818.171,556.876,837.289,847.5419999999999,854.8739999999999,862.206,426.221,417.42900000000003,410.07099999999997,408.615,807.904,815.268,825.51,831.3989999999999,421.825,413.023,405.67800000000005,405.69,804.966,807.916,813.76,816.715,520.187,512.842,502.55800000000005,502.577,868.112,878.3660000000001,884.237,893.059,430.63800000000003,423.293,414.467,411.54400000000004,906.2769999999999,915.081,922.447,931.247,508.412,501.099,498.14300000000003,490.815
DarPaso,Caminar,Pausa,Neutral,0.0,788.8480000000001,445.305,769.742,439.44699999999995,785.888,536.3240000000001,809.368,451.175,806.459,556.889,829.941,837.289,847.5419999999999,854.8739999999999,435.015,426.221,417.42900000000003,410.07099999999997,800.581,807.904,815.268,825.51,427.69199999999995,421.825,413.023,405.67800000000005,800.552,804.966,807.916,813.76,521.668,520.187,512.842,502.55800000000005,859.305,868.112,878.3660000000001,884.237,437.964,430.63800000000003,423.293,414.467,895.972,906.2769999999999,915.081,922.447,515.77,508.412,501.099,498.14300000000003
DarPaso,Caminar,Pausa,Neutral,0.0,785.8939999999999,448.235,769.76,442.37800000000004,784.422,551.025,799.097,452.63599999999997,788.82,556.8969999999999,822.59,829.941,837.289,847.5419999999999,437.958,435.015,426.221,417.42900000000003,793.227,800.581,807.904,815.268,435.015,427.69199999999995,421.825,413.023,793.2510000000001,800.552,804.966,807.916,521.672,521.668,520.187,512.842,851.951,859.305,868.112,878.3660000000001,439.467,437.964,430.63800000000003,423.293,882.757,895.972,906.2769999999999,915.081,528.995,515.77,508.412,501.099
