Accion,Actividad,Categoria,Emocion,person,MidHip_x,MidHip_y,MidHip_c,RHip_x,RHip_y,RHip_c,RKnee_x,RKnee_y,RKnee_c,LHip_x,LHip_y,LHip_c,LKnee_x,LKnee_y,LKnee_c,MidHip_x_T-2,MidHip_x_T-4,MidHip_x_T-6,MidHip_x_T-8,MidHip_y_T-2,MidHip_y_T-4,MidHip_y_T-6,MidHip_y_T-8,MidHip_c_T-2,MidHip_c_T-4,MidHip_c_T-6,MidHip_c_T-8,RHip_x_T-2,RHip_x_T-4,RHip_x_T-6,RHip_x_T-8,RHip_y_T-2,RHip_y_T-4,RHip_y_T-6,RHip_y_T-8,RHip_c_T-2,RHip_c_T-4,RHip_c_T-6,RHip_c_T-8,RKnee_x_T-2,RKnee_x_T-4,RKnee_x_T-6,RKnee_x_T-8,RKnee_y_T-2,RKnee_y_T-4,RKnee_y_T-6,RKnee_y_T-8,RKnee_c_T-2,RKnee_c_T-4,RKnee_c_T-6,RKnee_c_T-8,LHip_x_T-2,LHip_x_T-4,LHip_x_T-6,LHip_x_T-8,LHip_y_T-2,LHip_y_T-4,LHip_y_T-6,LHip_y_T-8,LHip_c_T-2,LHip_c_T-4,LHip_c_T-6,LHip_c_T-8,LKnee_x_T-2,LKnee_x_T-4,LKnee_x_T-6,LKnee_x_T-8,LKnee_y_T-2,LKnee_y_T-4,LKnee_y_T-6,LKnee_y_T-8,LKnee_c_T-2,LKnee_c_T-4,LKnee_c_T-6,LKnee_c_T-8
DarPaso,Caminar,Pausa,Neutral,0.0,891.581,247.136,0.725979,859.297,251.546,0.705248,882.7919999999999,344.039,0.774435,925.3430000000001,241.273,0.703163,945.945,341.108,0.840427,885.7139999999999,882.7539999999999,876.8969999999999,866.62,235.388,226.584,216.3,204.562,0.732708,0.755886,0.753395,0.7380180000000001,853.442,851.947,847.554,837.294,242.727,232.445,222.18400000000003,211.88,0.70598,0.71626,0.708542,0.717042,879.8660000000001,881.315,878.3889999999999,871.023,339.606,333.75,320.505,314.64599999999996,0.772119,0.782403,0.755216,0.728517,918.02,910.679,904.7919999999999,897.452,229.502,219.24400000000003,211.88299999999998,201.60299999999998,0.728598,0.7222390000000001,0.713674,0.7228220000000001,932.683,912.1439999999999,893.069,878.375,320.53700000000003,298.499,279.411,288.244,0.8450200000000001,0.786455,0.650887,0.512315
DarPaso,Caminar,Pausa,Neutral,0.0,894.539,250.06400000000002,0.7313529999999999,860.7819999999999,257.402,0.7070029999999999,885.698,348.41900000000004,0.747073,928.283,244.209,0.733394,948.872,346.936,0.805232,887.196,884.248,881.2869999999999,871.0360000000001,241.255,229.54,220.71099999999998,208.97,0.7375689999999999,0.753706,0.743566,0.719102,856.3610000000001,853.4169999999999,850.515,840.2080000000001,247.146,238.32,228.033,214.84400000000002,0.717182,0.698168,0.731953,0.728863,882.755,881.3380000000001,878.388,875.431,342.545,338.135,327.87800000000004,316.106,0.786466,0.78863,0.717058,0.745622,920.952,913.612,909.206,898.9680000000001,233.918,225.12099999999998,214.83,204.558,0.712675,0.7272029999999999,0.7199760000000001,0.730066,941.497,923.8710000000001,900.421,884.27,332.24699999999996,310.28700000000003,285.301,280.906,0.772846,0.8286540000000001,0.68205,0.588393
DarPaso,Caminar,Pausa,Neutral,0.0,897.443,257.389,0.730711,862.258,263.288,0.72959,887.201,357.251,0.777918,929.7639999999999,250.05599999999998,0.753113,953.2360000000001,352.837,0.781339,891.581,885.7139999999999,882.7539999999999,876.8969999999999,247.136,235.388,226.584,216.3,0.725979,0.732708,0.755886,0.753395,859.297,853.442,851.947,847.554,251.546,242.727,232.445,222.18400000000003,0.705248,0.70598,0.71626,0.708542,882.7919999999999,879.8660000000001,881.315,878.3889999999999,344.039,339.606,333.75,320.505,0.774435,0.772119,0.782403,0.755216,925.3430000000001,918.02,910.679,904.7919999999999,241.273,229.502,219.24400000000003,211.88299999999998,0.703163,0.728598,0.7222390000000001,0.713674,945.945,932.683,912.1439999999999,893.069,341.108,320.53700000000003,298.499,279.411,0.840427,0.8450200000000001,0.786455,0.650887
DarPaso,Caminar,Pausa,Neutral,0.0,897.466,263.252,0.75234,862.2589999999999,267.67400000000004,0.728297,887.198,358.717,0.8160109999999999,931.215,255.94,0.738609,951.783,361.648,0.752425,894.539,887.196,884.248,881.2869999999999,250.06400000000002,241.255,229.54,220.71099999999998,0.7313529999999999,0.7375689999999999,0.753706,0.743566,860.7819999999999,856.3610000000001,853.4169999999999,850.515,257.402,247.146,238.32,228.033,0.7070029999999999,0.717182,0.698168,0.731953,885.698,882.755,881.3380000000001,878.388,348.41900000000004,342.545,338.135,327.87800000000004,0.747073,0.786466,0.78863,0.717058,928.283,920.952,913.612,909.206,244.209,233.918,225.12099999999998,214.83,0.733394,0.712675,0.7272029999999999,0.7199760000000001,948.872,941.497,923.8710000000001,900.421,346.936,332.24699999999996,310.28700000000003,285.301,0.805232,0.772846,0.8286540000000001,0.68205
DarPaso,Caminar,Pausa,Neutral,0.0,898.932,267.687,0.758483,863.721,274.994,0.734955,887.2189999999999,361.64599999999996,0.78223,932.679,263.262,0.754275,953.2489999999999,371.906,0.6369319999999999,897.443,891.581,885.7139999999999,882.7539999999999,257.389,247.136,235.388,226.584,0.730711,0.725979,0.732708,0.755886,862.258,859.297,853.442,851.947,263.288,251.546,242.727,232.445,0.72959,0.705248,0.70598,0.71626,887.201,882.7919999999999,879.8660000000001,881.315,357.251,344.039,339.606,333.75,0.777918,0.774435,0.772119,0.782403,929.7639999999999,925.3430000000001,918.02,910.679,250.05599999999998,241.273,229.502,219.24400000000003,0.753113,0.703163,0.728598,0.7222390000000001,953.2360000000001,945.945,932.683,912.1439999999999,352.837,341.108,320.53700000000003,298.499,0.781339,0.840427,0.8450200000000001,0.786455
DarPaso,Caminar,Pausa,Neutral,0.0,898.954,275.005,0.769416,863.7230000000001,279.431,0.7227520000000001,888.677,367.51300000000003,0.778808,932.701,269.137,0.748606,950.328,370.44,0.666308,897.466,894.539,887.196,884.248,263.252,250.06400000000002,241.255,229.54,0.75234,0.7313529999999999,0.7375689999999999,0.753706,862.2589999999999,860.7819999999999,856.3610000000001,853.4169999999999,267.67400000000004,257.402,247.146,238.32,0.728297,0.7070029999999999,0.717182,0.698168,887.198,885.698,882.755,881.3380000000001,358.717,348.41900000000004,342.545,338.135,0.8160109999999999,0.747073,0.786466,0.78863,931.215,928.283,920.952,913.612,255.94,244.209,233.918,225.12099999999998,0.738609,0.733394,0.712675,0.7272029999999999,951.783,948.872,941.497,923.8710000000001,361.648,346.936,332.24699999999996,310.28700000000003,0.752425,0.805232,0.772846,0.8286540000000001
DarPaso,Caminar,Pausa,Neutral,0.0,898.966,279.432,0.744379,865.176,286.755,0.707908,891.581,373.37800000000004,0.7705350000000001,932.706,275.039,0.738548,953.2669999999999,383.67400000000004,0.7824270000000001,898.932,897.443,891.581,885.7139999999999,267.687,257.389,247.136,235.388,0.758483,0.730711,0.725979,0.732708,863.721,862.258,859.297,853.442,274.994,263.288,251.546,242.727,0.734955,0.72959,0.705248,0.70598,887.2189999999999,887.201,882.7919999999999,879.8660000000001,361.64599999999996,357.251,344.039,339.606,0.78223,0.777918,0.774435,0.772119,932.679,929.7639999999999,925.3430000000001,918.02,263.262,250.05599999999998,241.273,229.502,0.754275,0.753113,0.703163,0.728598,953.2489999999999,953.2360000000001,945.945,932.683,371.906,352.837,341.108,320.53700000000003,0.6369319999999999,0.781339,0.840427,0.8450200000000001
DarPaso,Caminar,Pausa,Neutral,0.0,900.408,283.836,0.7461760000000001,866.64,289.70099999999996,0.702266,890.1139999999999,374.841,0.74807,934.1469999999999,277.971,0.72844,956.1610000000001,392.464,0.777353,898.954,897.466,894.539,887.196,275.005,263.252,250.06400000000002,241.255,0.769416,0.75234,0.7313529999999999,0.7375689999999999,863.7230000000001,862.2589999999999,860.7819999999999,856.3610000000001,279.431,267.67400000000004,257.402,247.146,0.7227520000000001,0.728297,0.7070029999999999,0.717182,888.677,887.198,885.698,882.755,367.51300000000003,358.717,348.41900000000004,342.545,0.778808,0.8160109999999999,0.747073,0.786466,932.701,931.215,928.283,920.952,269.137,255.94,244.209,233.918,0.748606,0.738609,0.733394,0.712675,950.328,951.783,948.872,941.497,370.44,361.648,346.936,332.24699999999996,0.666308,0.752425,0.805232,0.772846
DarPaso,Caminar,Pausa,Neutral,0.0,901.8760000000001,291.16,0.755591,869.561,294.111,0.708802,888.643,376.332,0.758612,934.188,288.22900000000004,0.709758,957.6360000000001,404.202,0.7777970000000001,898.966,898.932,897.443,891.581,279.432,267.687,257.389,247.136,0.744379,0.758483,0.730711,0.725979,865.176,863.721,862.258,859.297,286.755,274.994,263.288,251.546,0.707908,0.734955,0.72959,0.705248,891.581,887.2189999999999,887.201,882.7919999999999,373.37800000000004,361.64599999999996,357.251,344.039,0.7705350000000001,0.78223,0.777918,0.774435,932.706,932.679,929.7639999999999,925.3430000000001,275.039,263.262,250.05599999999998,241.273,0.738548,0.754275,0.753113,0.703163,953.2669999999999,953.2489999999999,953.2360000000001,945.945,383.67400000000004,371.906,352.837,341.108,0.7824270000000001,0.6369319999999999,0.781339,0.840427
DarPaso,Caminar,Pausa,Neutral,0.0,901.8889999999999,298.491,0.736214,868.1239999999999,301.445,0.679312,890.133,382.205,0.758124,935.64,295.57099999999997,0.699654,957.66,411.561,0.7447590000000001,900.408,898.954,897.466,894.539,283.836,275.005,263.252,250.06400000000002,0.7461760000000001,0.769416,0.75234,0.7313529999999999,866.64,863.7230000000001,862.2589999999999,860.7819999999999,289.70099999999996,279.431,267.67400000000004,257.402,0.702266,0.7227520000000001,0.728297,0.7070029999999999,890.1139999999999,888.677,887.198,885.698,374.841,367.51300000000003,358.717,348.41900000000004,0.74807,0.778808,0.8160109999999999,0.747073,934.1469999999999,932.701,931.215,928.283,277.971,269.137,255.94,244.209,0.72844,0.748606,0.738609,0.733394,956.1610000000001,950.328,951.783,948.872,392.464,370.44,361.648,346.936,0.777353,0.666308,0.752425,0.805232
DarPaso,Caminar,Pausa,Neutral,0.0,904.794,310.25,0.749991,871.035,313.186,0.721178,894.533,386.605,0.711738,940.035,308.765,0.685811,957.687,421.84,0.7739550000000001,901.8760000000001,898.966,898.932,897.443,291.16,279.432,267.687,257.389,0.755591,0.744379,0.758483,0.730711,869.561,865.176,863.721,862.258,294.111,286.755,274.994,263.288,0.708802,0.707908,0.734955,0.72959,888.643,891.581,887.2189999999999,887.201,376.332,373.37800000000004,361.64599999999996,357.251,0.758612,0.7705350000000001,0.78223,0.777918,934.188,932.706,932.679,929.7639999999999,288.22900000000004,275.039,263.262,250.05599999999998,0.709758,0.738548,0.754275,0.753113,957.6360000000001,953.2669999999999,953.2489999999999,953.2360000000001,404.202,383.67400000000004,371.906,352.837,0.7777970000000001,0.7824270000000001,0.6369319999999999,0.781339
DarPaso,Caminar,Pausa,Neutral,0.0,901.87,313.177,0.73542,866.622,314.675,0.688405,897.429,391.006,0.769784,937.096,311.722,0.687882,957.664,432.087,0.766929,901.8889999999999,900.408,898.954,897.466,298.491,283.836,275.005,263.252,0.736214,0.7461760000000001,0.769416,0.75234,868.1239999999999,866.64,863.7230000000001,862.2589999999999,301.445,289.70099999999996,279.431,267.67400000000004,0.679312,0.702266,0.7227520000000001,0.728297,890.133,890.1139999999999,888.677,887.198,382.205,374.841,367.51300000000003,358.717,0.758124,0.74807,0.778808,0.8160109999999999,935.64,934.1469999999999,932.701,931.215,295.57099999999997,277.971,269.137,255.94,0.699654,0.72844,0.748606,0.738609,957.66,956.1610000000001,950.328,951.783,411.561,392.464,370.44,361.648,0.7447590000000001,0.777353,0.666308,0.752425
DarPaso,Caminar,Pausa,Neutral,0.0,901.8919999999999,322.005,0.7435039999999999,868.1089999999999,324.913,0.69311,897.4839999999999,393.941,0.7459140000000001,935.6489999999999,321.976,0.6985239999999999,957.659,435.04,0.753954,904.794,901.8760000000001,898.966,898.932,310.25,291.16,279.432,267.687,0.749991,0.755591,0.744379,0.758483,871.035,869.561,865.176,863.721,313.186,294.111,286.755,274.994,0.721178,0.708802,0.707908,0.734955,894.533,888.643,891.581,887.2189999999999,386.605,376.332,373.37800000000004,361.64599999999996,0.711738,0.758612,0.7705350000000001,0.78223,940.035,934.188,932.706,932.679,308.765,288.22900000000004,275.039,263.262,0.685811,0.709758,0.738548,0.754275,957.687,957.6360000000001,953.2669999999999,953.2489999999999,421.84,404.202,383.67400000000004,371.906,0.7739550000000001,0.7777970000000001,0.7824270000000001,0.6369319999999999
DarPaso,Caminar,Pausa,Neutral,0.0,903.342,335.208,0.7237359999999999,868.1039999999999,336.67800000000005,0.670384,898.924,405.652,0.667863,938.564,333.75199999999995,0.669661,957.659,442.38800000000003,0.756596,901.87,901.8889999999999,900.408,898.954,313.177,298.491,283.836,275.005,0.73542,0.736214,0.7461760000000001,0.769416,866.622,868.1239999999999,866.64,863.7230000000001,314.675,301.445,289.70099999999996,279.431,0.688405,0.679312,0.702266,0.7227520000000001,897.429,890.133,890.1139999999999,888.677,391.006,382.205,374.841,367.51300000000003,0.769784,0.758124,0.74807,0.778808,937.096,935.64,934.1469999999999,932.701,311.722,295.57099999999997,277.971,269.137,0.687882,0.699654,0.72844,0.748606,957.664,957.66,956.1610000000001,950.328,432.087,411.561,392.464,370.44,0.766929,0.7447590000000001,0.777353,0.666308
DarPaso,Caminar,Pausa,Neutral,0.0,901.8660000000001,341.083,0.7365520000000001,866.638,341.101,0.684729,893.049,418.88199999999995,0.700178,935.648,341.07300000000004,0.689793,957.6610000000001,448.24,0.750548,901.8919999999999,904.794,901.8760000000001,898.966,322.005,310.25,291.16,279.432,0.7435039999999999,0.749991,0.755591,0.744379,868.1089999999999,871.035,869.561,865.176,324.913,313.186,294.111,286.755,0.69311,0.721178,0.708802,0.707908,897.4839999999999,894.533,888.643,891.581,393.941,386.605,376.332,373.37800000000004,0.7459140000000001,0.711738,0.758612,0.7705350000000001,935.6489999999999,940.035,934.188,932.706,321.976,308.765,288.22900000000004,275.039,0.6985239999999999,0.685811,0.709758,0.738548,957.659,957.687,957.6360000000001,953.2669999999999,435.04,421.84,404.202,383.67400000000004,0.753954,0.7739550000000001,0.7777970000000001,0.7824270000000001
DarPaso,Caminar,Pausa,Neutral,0.0,901.855,344.022,0.739058,865.194,342.57,0.687457,885.692,435.036,0.8494729999999999,935.6339999999999,345.477,0.684052,956.17,448.23800000000006,0.751739,903.342,901.87,901.8889999999999,900.408,335.208,313.177,298.491,283.836,0.7237359999999999,0.73542,0.736214,0.7461760000000001,868.1039999999999,866.622,868.1239999999999,866.64,336.67800000000005,314.675,301.445,289.70099999999996,0.670384,0.688405,0.679312,0.702266,898.924,897.429,890.133,890.1139999999999,405.652,391.006,382.205,374.841,0.667863,0.769784,0.758124,0.74807,938.564,937.096,935.64,934.1469999999999,333.75199999999995,311.722,295.57099999999997,277.971,0.669661,0.687882,0.699654,0.72844,957.659,957.664,957.66,956.1610000000001,442.38800000000003,432.087,411.561,392.464,0.756596,0.766929,0.7447590000000001,0.777353
DarPaso,Caminar,Pausa,Neutral,0.0,900.403,352.811,0.7152470000000001,865.1560000000001,351.346,0.669043,878.3960000000001,446.786,0.81679,934.188,354.292,0.6734180000000001,954.705,452.68,0.761748,901.8660000000001,901.8919999999999,904.794,901.8760000000001,341.083,322.005,310.25,291.16,0.7365520000000001,0.7435039999999999,0.749991,0.755591,866.638,868.1089999999999,871.035,869.561,341.101,324.913,313.186,294.111,0.684729,0.69311,0.721178,0.708802,893.049,897.4839999999999,894.533,888.643,418.88199999999995,393.941,386.605,376.332,0.700178,0.7459140000000001,0.711738,0.758612,935.648,935.6489999999999,940.035,934.188,341.07300000000004,321.976,308.765,288.22900000000004,0.689793,0.6985239999999999,0.685811,0.709758,957.6610000000001,957.659,957.687,957.6360000000001,448.24,435.04,421.84,404.202,0.750548,0.753954,0.7739550000000001,0.7777970000000001
DarPaso,Caminar,Pausa,Neutral,0.0,898.931,355.759,0.736163,863.687,355.73800000000006,0.687796,872.493,452.659,0.823593,932.71,357.231,0.701781,956.158,458.524,0.751599,901.855,903.342,901.87,901.8889999999999,344.022,335.208,313.177,298.491,0.739058,0.7237359999999999,0.73542,0.736214,865.194,868.1039999999999,866.622,868.1239999999999,342.57,336.67800000000005,314.675,301.445,0.687457,0.670384,0.688405,0.679312,885.692,898.924,897.429,890.133,435.036,405.652,391.006,382.205,0.8494729999999999,0.667863,0.769784,0.758124,935.6339999999999,938.564,937.096,935.64,345.477,333.75199999999995,311.722,295.57099999999997,0.684052,0.669661,0.687882,0.699654,956.17,957.659,957.664,957.66,448.23800000000006,442.38800000000003,432.087,411.561,0.751739,0.756596,0.766929,0.7447590000000001
DarPaso,Caminar,Pausa,Neutral,0.0,897.472,358.68,0.739142,862.207,357.218,0.685365,863.71,459.97900000000004,0.829347,932.668,360.176,0.718817,954.698,461.471,0.7530180000000001,900.403,901.8660000000001,901.8919999999999,904.794,352.811,341.083,322.005,310.25,0.7152470000000001,0.7365520000000001,0.7435039999999999,0.749991,865.1560000000001,866.638,868.1089999999999,871.035,351.346,341.101,324.913,313.186,0.669043,0.684729,0.69311,0.721178,878.3960000000001,893.049,897.4839999999999,894.533,446.786,418.88199999999995,393.941,386.605,0.81679,0.700178,0.7459140000000001,0.711738,934.188,935.648,935.6489999999999,940.035,354.292,341.07300000000004,321.976,308.765,0.6734180000000001,0.689793,0.6985239999999999,0.685811,954.705,957.6610000000001,957.659,957.687,452.68,448.24,435.04,421.84,0.761748,0.750548,0.753954,0.7739550000000001
DarPaso,Caminar,Pausa,Neutral,0.0,893.06,358.707,0.684067,854.914,355.77,0.655262,854.883,462.95599999999996,0.820567,929.7489999999999,364.55300000000005,0.696394,954.7180000000001,462.92199999999997,0.735053,898.931,901.855,903.342,901.87,355.759,344.022,335.208,313.177,0.736163,0.739058,0.7237359999999999,0.73542,863.687,865.194,868.1039999999999,866.622,355.73800000000006,342.57,336.67800000000005,314.675,0.687796,0.687457,0.670384,0.688405,872.493,885.692,898.924,897.429,452.659,435.036,405.652,391.006,0.823593,0.8494729999999999,0.667863,0.769784,932.71,935.6339999999999,938.564,937.096,357.231,345.477,333.75199999999995,311.722,0.701781,0.684052,0.669661,0.687882,956.158,956.17,957.659,957.664,458.524,448.23800000000006,442.38800000000003,432.087,0.751599,0.751739,0.756596,0.766929
DarPaso,Caminar,Pausa,Neutral,0.0,888.6569999999999,366.051,0.68176,851.9760000000001,363.09,0.663485,846.079,467.342,0.8162,928.2710000000001,371.903,0.68804,951.797,471.726,0.7102,897.472,900.403,901.8660000000001,901.8919999999999,358.68,352.811,341.083,322.005,0.739142,0.7152470000000001,0.7365520000000001,0.7435039999999999,862.207,865.1560000000001,866.638,868.1089999999999,357.218,351.346,341.101,324.913,0.685365,0.669043,0.684729,0.69311,863.71,878.3960000000001,893.049,897.4839999999999,459.97900000000004,446.786,418.88199999999995,393.941,0.829347,0.81679,0.700178,0.7459140000000001,932.668,934.188,935.648,935.6489999999999,360.176,354.292,341.07300000000004,321.976,0.718817,0.6734180000000001,0.689793,0.6985239999999999,954.698,954.705,957.6610000000001,957.659,461.471,452.68,448.24,435.04,0.7530180000000001,0.761748,0.750548,0.753954
DarPaso,Caminar,Pausa,Neutral,0.0,885.7230000000001,370.439,0.7015100000000001,850.5010000000001,366.04400000000004,0.65984,837.2860000000001,470.284,0.829744,925.3430000000001,376.3,0.682421,948.8330000000001,470.28,0.686767,893.06,898.931,901.855,903.342,358.707,355.759,344.022,335.208,0.684067,0.736163,0.739058,0.7237359999999999,854.914,863.687,865.194,868.1039999999999,355.77,355.73800000000006,342.57,336.67800000000005,0.655262,0.687796,0.687457,0.670384,854.883,872.493,885.692,898.924,462.95599999999996,452.659,435.036,405.652,0.820567,0.823593,0.8494729999999999,0.667863,929.7489999999999,932.71,935.6339999999999,938.564,364.55300000000005,357.231,345.477,333.75199999999995,0.696394,0.701781,0.684052,0.669661,954.7180000000001,956.158,956.17,957.659,462.92199999999997,458.524,448.23800000000006,442.38800000000003,0.735053,0.751599,0.751739,0.756596
