Accion,Actividad,Categoria,Emocion,person,L_Wrist_x,L_Wrist_y,L_Thumb_metac_x,L_Thumb_metac_y,L_Thumb_pphl_x,L_Thumb_pphl_y,L_Thumb_mphl_x,L_Thumb_mphl_y,L_Thumb_dphl_x,L_Thumb_dphl_y,L_Index_metac_x,L_Index_metac_y,L_Index_pphl_x,L_Index_pphl_y,L_Index_mphl_x,L_Index_mphl_y,L_Index_dphl_x,L_Index_dphl_y,L_Middle_metac_x,L_Middle_metac_y,L_Middle_pphl_x,L_Middle_pphl_y,L_Middle_mphl_x,L_Middle_mphl_y,L_Middle_dphl_x,L_Middle_dphl_y,L_Ring_metac_x,L_Ring_metac_y,L_Ring_pphl_x,L_Ring_pphl_y,L_Ring_mphl_x,L_Ring_mphl_y,L_Ring_dphl_x,L_Ring_dphl_y,L_Little_metac_x,L_Little_metac_y,L_Little_pphl_x,L_Little_pphl_y,L_Little_mphl_x,L_Little_mphl_y,L_Little_dphl_x,L_Little_dphl_y,R_Wrist_x,R_Wrist_y,R_Thumb_metac_x,R_Thumb_metac_y,R_Thumb_pphl_x,R_Thumb_pphl_y,R_Thumb_mphl_x,R_Thumb_mphl_y,R_Thumb_dphl_x,R_Thumb_dphl_y,R_Index_metac_x,R_Index_metac_y,R_Index_pphl_x,R_Index_pphl_y,R_Index_mphl_x,R_Index_mphl_y,R_Index_dphl_x,R_Index_dphl_y,R_Middle_metac_x,R_Middle_metac_y,R_Middle_pphl_x,R_Middle_pphl_y,R_Middle_mphl_x,R_Middle_mphl_y,R_Middle_dphl_x,R_Middle_dphl_y,R_Ring_metac_x,R_Ring_metac_y,R_Ring_pphl_x,R_Ring_pphl_y,R_Ring_mphl_x,R_Ring_mphl_y,R_Ring_dphl_x,R_Ring_dphl_y,R_Little_metac_x,R_Little_metac_y,R_Little_pphl_x,R_Little_pphl_y,R_Little_mphl_x,R_Little_mphl_y,R_Little_dphl_x,R_Little_dphl_y
DarPaso,Caminar,Pausa,Neutral,0.0,941.668,187.813,932.867,186.16299999999998,924.065,183.96200000000002,922.69,183.96200000000002,919.939,182.58700000000002,940.293,196.89,937.2669999999999,202.11599999999999,930.941,205.416,925.44,208.717,939.743,204.31599999999997,934.7919999999999,211.192,923.515,214.768,915.813,215.31799999999998,938.918,210.642,932.867,216.143,922.14,218.06900000000002,915.263,217.794,937.543,216.418,929.841,220.81900000000002,923.24,221.09400000000002,917.7389999999999,219.99400000000003,864.091,209.446,868.6619999999999,200.63099999999997,876.498,191.81599999999997,884.66,185.93900000000002,890.21,179.40900000000002,884.007,199.65099999999998,894.455,201.61,901.9639999999999,201.937,908.1669999999999,203.243,884.987,207.16099999999997,897.393,208.793,905.555,209.446,912.085,210.09900000000002,886.6189999999999,213.69,897.72,214.343,905.555,214.67,911.1060000000001,215.32299999999998,887.2719999999999,219.24099999999999,897.72,218.588,903.27,219.894,907.841,219.894
DarPaso,Caminar,Pausa,Neutral,0.0,927.435,193.787,930.617,190.606,929.0260000000001,187.15900000000002,926.905,187.15900000000002,923.4580000000001,184.773,943.873,199.885,939.6310000000001,205.983,934.063,209.96,928.4960000000001,213.142,943.3430000000001,207.83900000000003,937.775,214.732,928.23,218.709,921.337,220.83,942.0169999999999,213.407,935.919,219.505,927.7,222.951,922.132,223.21599999999998,939.8960000000001,219.24,933.533,224.012,929.0260000000001,225.60299999999998,924.784,226.13299999999998,864.355,214.21900000000002,869.433,205.967,878.002,198.35,885.937,193.58900000000003,891.967,190.416,883.398,206.285,893.8710000000001,207.554,901.806,208.50599999999997,908.154,208.824,884.0319999999999,213.90200000000002,895.4580000000001,215.489,904.6619999999999,216.44099999999997,911.645,217.076,884.6669999999999,220.567,896.41,221.83700000000002,904.6619999999999,222.15400000000002,910.375,223.74099999999999,886.571,226.28,896.7280000000001,226.915,902.123,228.502,906.8839999999999,228.81900000000002
DarPaso,Caminar,Pausa,Neutral,0.0,945.638,202.00900000000001,944.8489999999999,195.697,943.2710000000001,194.908,943.2710000000001,197.53799999999998,943.534,196.22299999999998,946.69,206.743,941.693,211.21400000000003,936.959,214.896,930.91,218.578,945.375,213.84400000000002,939.5889999999999,219.893,931.173,223.575,924.5980000000001,225.416,943.797,218.84099999999998,937.222,225.153,929.8580000000001,227.52,924.5980000000001,228.30900000000003,941.956,224.364,934.855,229.361,930.6469999999999,231.465,926.702,231.465,862.457,220.517,868.597,212.53400000000002,879.3439999999999,205.472,887.941,202.40200000000002,893.4680000000001,197.796,880.8789999999999,214.06900000000002,892.8539999999999,216.525,900.53,217.75400000000002,907.8989999999999,219.59599999999998,880.8789999999999,221.745,893.4680000000001,224.81599999999997,902.9860000000001,226.965,910.355,228.5,881.186,227.886,893.1610000000001,231.878,902.679,232.49200000000002,908.513,234.02700000000002,881.8,234.02700000000002,893.1610000000001,236.483,899.6080000000001,237.097,903.9069999999999,237.097
DarPaso,Caminar,Pausa,Neutral,0.0,948.569,206.12400000000002,942.304,202.73,941.7810000000001,199.859,943.3480000000001,201.425,942.565,201.425,947.7860000000001,211.084,944.3919999999999,216.827,939.171,220.743,932.9060000000001,224.137,948.569,218.655,943.3480000000001,225.442,932.9060000000001,230.141,924.552,232.49,948.308,224.137,942.565,230.66299999999998,932.645,233.796,925.074,235.101,946.7410000000001,229.358,939.432,233.535,934.211,236.928,928.99,237.45,861.1289999999999,228.798,868.285,220.747,878.125,214.187,887.666,212.398,894.822,209.118,878.721,224.02700000000002,890.648,228.5,899.8910000000001,230.885,907.346,232.37599999999998,878.125,231.183,892.1389999999999,235.954,901.68,238.638,909.433,240.725,878.423,238.041,891.841,242.812,901.084,244.601,908.836,245.49599999999998,879.317,243.408,890.648,247.285,897.5060000000001,247.88099999999997,903.4689999999999,248.179
DarPaso,Caminar,Pausa,Neutral,0.0,945.946,216.368,944.6160000000001,211.847,944.882,207.857,945.148,210.25099999999998,945.148,209.71900000000002,949.138,218.762,944.882,223.55,939.563,227.54,933.179,230.997,950.4680000000001,226.74200000000002,943.02,233.125,933.445,237.115,925.466,237.91299999999998,949.404,231.795,941.956,237.64700000000002,932.3810000000001,240.83900000000003,925.466,241.636,946.7439999999999,236.84900000000002,939.563,241.37,933.711,243.498,928.658,243.764,857.679,237.88299999999998,867.052,232.90400000000002,877.888,227.632,886.382,226.167,893.704,225.582,877.01,237.00400000000002,889.311,242.27599999999998,898.3910000000001,245.205,906.299,247.548,875.545,244.61900000000003,890.4830000000001,250.477,899.855,253.699,907.763,255.16299999999998,874.6669999999999,250.477,887.554,256.335,896.048,258.385,902.784,258.971,874.3739999999999,255.74900000000002,884.332,259.264,889.8969999999999,260.142,894.29,259.849
DarPaso,Caminar,Pausa,Neutral,0.0,931.316,218.582,935.807,215.94,941.355,213.03400000000002,945.054,216.732,945.318,215.41099999999997,949.545,226.243,945.054,231.263,938.977,235.226,932.372,238.396,949.545,233.905,942.94,240.50900000000001,933.165,243.68,926.0319999999999,245.00099999999998,947.696,239.453,941.091,245.265,932.1080000000001,247.378,925.5039999999999,248.171,945.846,245.265,937.6560000000001,248.96400000000003,932.372,250.28400000000002,927.617,250.813,854.75,249.68099999999998,863.618,244.65599999999998,874.8510000000001,242.291,884.0139999999999,243.178,891.404,243.178,873.668,251.75099999999998,886.675,258.254,895.247,261.801,901.455,264.166,870.712,258.845,885.788,266.235,893.4730000000001,268.6,900.2719999999999,269.487,868.347,263.87,881.945,271.26,889.6310000000001,273.034,895.247,273.33,867.7560000000001,268.6,879.285,273.625,884.31,275.99,888.448,275.99
DarPaso,Caminar,Pausa,Neutral,0.0,948.0110000000001,242.454,934.6489999999999,223.797,944.4810000000001,221.27599999999998,945.238,223.797,946.498,223.797,948.0110000000001,234.89,944.2289999999999,239.176,938.43,243.71400000000003,931.623,245.984,948.7669999999999,242.202,942.212,248.505,932.38,252.03400000000002,925.32,252.791,948.0110000000001,248.0,940.7,253.547,931.3710000000001,256.068,924.312,255.81599999999997,945.49,253.547,937.674,257.83299999999997,931.875,258.337,927.085,258.337,848.55,259.789,858.341,256.822,871.0989999999999,256.822,880.5939999999999,259.789,888.308,261.569,870.209,266.91,882.077,275.514,889.198,278.778,894.242,281.448,866.352,273.73400000000004,880.297,282.339,887.418,285.306,893.945,286.492,863.385,278.778,877.33,285.899,884.154,288.27299999999997,889.198,289.756,863.0880000000001,283.22900000000004,874.363,287.976,879.11,290.053,882.077,290.35
DarPaso,Caminar,Pausa,Neutral,0.0,950.988,238.606,946.5,235.174,944.388,232.007,943.3330000000001,232.798,941.7489999999999,233.854,949.14,245.734,943.069,249.165,936.7330000000001,253.389,928.813,255.50099999999998,949.404,253.389,941.221,258.14099999999996,931.717,261.573,923.798,261.837,948.3480000000001,259.461,940.165,263.684,930.3969999999999,265.004,923.798,264.476,945.444,263.948,937.2610000000001,267.116,931.453,267.908,926.174,267.644,843.2260000000001,269.368,853.498,269.074,866.705,271.716,876.097,277.585,883.7280000000001,280.814,864.944,282.281,875.804,292.553,879.0319999999999,294.608,881.087,296.95599999999996,860.5419999999999,288.151,874.043,298.717,879.913,299.89099999999996,881.967,300.184,857.607,293.14099999999996,870.5210000000001,302.23900000000003,877.565,304.293,881.38,304.587,855.553,297.543,867.2919999999999,304.0,872.575,306.348,876.684,306.64099999999996
DarPaso,Caminar,Pausa,Neutral,0.0,952.155,248.97400000000002,948.735,245.291,946.105,243.976,943.737,244.765,943.4739999999999,243.45,946.105,256.077,940.8430000000001,259.497,934.003,263.443,926.637,265.811,947.1569999999999,263.443,939.265,268.17900000000003,929.005,271.599,921.9019999999999,272.125,945.842,268.968,937.686,273.44,927.427,275.282,921.3760000000001,275.019,943.211,273.966,933.2139999999999,277.38599999999997,927.427,278.438,922.691,278.175,840.602,284.45599999999996,850.327,284.152,862.482,287.79900000000004,870.687,294.789,877.373,299.955,859.443,298.73900000000003,868.8639999999999,309.983,874.942,313.934,879.804,317.277,854.581,304.209,865.825,315.453,872.815,318.492,878.285,319.404,850.6310000000001,308.16,861.571,316.973,868.2560000000001,319.1,874.638,319.70799999999997,848.199,310.28700000000003,857.316,317.884,862.482,318.492,866.1289999999999,319.1
DarPaso,Caminar,Pausa,Neutral,0.0,956.388,257.883,949.666,254.24200000000002,942.945,253.68200000000002,940.1439999999999,254.24200000000002,935.663,252.00099999999998,943.505,265.445,937.623,270.20599999999996,930.6210000000001,274.127,923.3389999999999,276.08799999999997,945.185,272.72700000000003,935.663,279.168,926.7,281.969,919.698,283.09,945.185,278.608,936.2230000000001,283.65,926.7,285.61,919.698,285.61,943.785,282.529,933.982,286.45,928.1010000000001,287.57099999999997,922.4989999999999,287.851,833.768,293.705,844.053,295.633,856.5880000000001,303.026,864.302,312.025,870.409,319.096,851.446,314.597,859.802,327.775,866.2310000000001,332.274,870.0880000000001,336.131,846.303,319.418,856.2669999999999,331.31,862.052,334.20300000000003,866.8739999999999,336.131,841.803,321.668,851.1239999999999,331.63199999999995,856.91,333.881,863.0169999999999,334.20300000000003,838.9110000000001,322.311,846.303,330.667,851.446,331.95300000000003,855.303,333.23900000000003
DarPaso,Caminar,Pausa,Neutral,0.0,956.268,270.687,947.806,267.138,937.9789999999999,264.408,926.2410000000001,264.135,918.324,270.14099999999996,940.709,273.143,934.9760000000001,281.606,928.1519999999999,285.427,920.508,287.611,942.6189999999999,282.152,933.3380000000001,290.61400000000003,924.6030000000001,293.617,916.687,294.709,943.711,288.43,934.703,294.982,925.695,297.438,918.597,298.257,943.438,292.798,934.703,296.892,928.425,298.803,923.238,299.349,829.041,303.22900000000004,839.472,307.33799999999997,851.168,319.034,856.8580000000001,329.15,860.9680000000001,336.42,843.2660000000001,329.466,849.904,343.05800000000005,855.278,347.48400000000004,859.703,351.277,837.576,332.311,844.846,344.00699999999995,851.168,345.903,854.6460000000001,346.536,833.466,332.62699999999995,839.789,342.11,845.1619999999999,342.426,849.904,342.11,830.938,331.67900000000003,836.627,339.265,841.053,339.58099999999996,843.898,337.685
DarPaso,Caminar,Pausa,Neutral,0.0,952.378,283.072,943.435,279.54900000000004,931.2389999999999,273.316,920.94,274.942,915.5189999999999,280.904,938.827,283.344,932.5939999999999,292.558,923.921,296.624,916.061,298.79200000000003,941.2660000000001,292.28700000000003,930.425,301.77299999999997,920.1260000000001,303.399,911.725,304.754,942.3510000000001,298.52099999999996,930.967,305.568,921.482,306.923,914.164,307.194,941.5369999999999,303.128,932.052,307.736,925.818,308.82,921.211,308.82,824.2819999999999,311.139,834.173,318.722,842.745,332.899,847.3610000000001,344.10900000000004,849.01,352.351,833.8439999999999,343.12,838.459,357.296,842.745,360.923,847.3610000000001,362.24199999999996,828.2389999999999,342.79,834.503,354.0,839.778,356.967,845.053,357.95599999999996,824.612,338.833,829.558,346.746,836.811,349.384,841.7560000000001,352.351,822.9639999999999,332.899,824.612,340.81199999999995,830.217,341.801,837.1410000000001,345.098
DarPaso,Caminar,Pausa,Neutral,0.0,950.207,292.676,940.707,289.881,928.4119999999999,284.013,925.3380000000001,279.263,921.426,275.91,934.8389999999999,294.911,928.132,303.573,919.75,307.765,912.4839999999999,308.882,937.3539999999999,303.29400000000004,926.176,312.79400000000004,916.676,314.75,908.572,315.03,938.7510000000001,308.882,927.015,317.265,919.191,319.221,914.1610000000001,319.221,937.633,313.074,928.691,319.221,923.382,320.89799999999997,918.9110000000001,321.457,820.7869999999999,321.061,827.2660000000001,328.51099999999997,833.096,342.441,834.3919999999999,354.75,835.04,361.876,822.0830000000001,352.806,826.618,363.496,832.449,368.355,837.308,370.29900000000004,818.52,350.215,823.3789999999999,361.22900000000004,829.857,363.496,835.688,365.44,816.576,345.68,820.7869999999999,355.398,827.2660000000001,358.31300000000005,831.801,358.63699999999994,816.9,340.173,819.815,350.215,823.702,351.18699999999995,827.2660000000001,354.426
DarPaso,Caminar,Pausa,Neutral,0.0,947.1619999999999,302.10200000000003,935.0089999999999,299.616,923.961,290.225,918.9889999999999,285.254,915.675,281.939,930.8660000000001,304.035,923.685,313.15,914.57,317.846,906.56,319.503,934.18,312.874,923.408,321.712,911.808,325.855,902.9689999999999,325.579,935.285,317.846,925.066,326.132,915.951,329.99800000000005,909.322,330.551,935.285,321.98900000000003,926.447,328.065,920.37,329.722,915.398,330.827,818.308,321.774,822.666,331.736,825.1560000000001,346.67900000000003,825.4680000000001,357.885,825.1560000000001,366.913,813.638,351.971,817.685,361.93199999999996,820.798,368.781,824.845,373.76199999999994,811.77,348.546,816.7510000000001,357.885,822.666,363.48900000000003,827.9580000000001,367.536,812.393,344.18800000000005,815.817,352.593,822.977,358.19699999999995,827.6469999999999,360.999,814.2610000000001,338.89599999999996,815.817,347.92400000000004,822.355,350.103,823.9110000000001,352.905
DarPaso,Caminar,Pausa,Neutral,0.0,937.548,315.562,926.579,310.901,917.529,300.754,913.9639999999999,293.899,913.69,289.785,925.2080000000001,315.288,917.255,323.241,907.6569999999999,327.35400000000004,900.253,328.999,928.498,322.418,915.336,332.01599999999996,905.189,335.032,895.8660000000001,334.21,929.595,328.725,916.432,337.5,906.835,339.968,899.705,339.968,928.773,333.11300000000006,919.449,341.339,913.1419999999999,343.533,908.206,343.259,817.7510000000001,321.749,819.846,331.92800000000005,819.547,344.801,818.3489999999999,355.28,814.757,361.866,809.368,344.801,809.967,354.082,812.362,360.968,815.3560000000001,366.05699999999996,807.8710000000001,340.91,812.062,349.592,817.1519999999999,356.477,820.445,361.267,809.967,337.01800000000003,813.559,343.60400000000004,819.547,353.184,823.738,358.57300000000004,814.757,332.527,817.1519999999999,339.712,823.738,346.897,825.534,351.088
DarPaso,Caminar,Pausa,Neutral,0.0,933.1469999999999,324.394,921.957,318.211,911.946,308.788,899.578,309.671,892.5110000000001,318.505,920.485,322.922,910.768,331.756,901.6389999999999,335.87800000000004,893.9830000000001,336.173,923.135,331.461,909.0010000000001,340.59,897.5169999999999,342.35699999999997,889.2719999999999,341.17900000000003,923.135,337.94,909.295,344.418,898.695,345.596,891.3330000000001,345.89,921.368,341.76800000000003,909.295,346.185,903.4060000000001,347.952,897.5169999999999,348.246,817.686,319.809,820.2710000000001,325.26599999999996,822.2810000000001,331.87199999999996,824.0039999999999,337.329,825.44,342.786,816.824,340.776,814.5260000000001,347.66900000000004,814.2389999999999,351.115,815.1010000000001,355.13599999999997,809.931,336.755,808.495,343.648,813.952,346.233,817.1110000000001,348.81800000000004,807.633,333.30800000000005,806.7719999999999,338.765,810.2180000000001,339.914,814.814,342.786,807.633,328.713,805.91,333.30800000000005,808.495,335.89300000000003,810.2180000000001,338.191
