Accion,Actividad,Categoria,Emocion,person,Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y
DarPaso,Caminar,Pausa,Neutral,0.0,473.199,335.191,562.773,345.50199999999995,555.428,298.49,0.0,0.0,0.0,0.0,577.447,392.47900000000004,650.813,464.404,675.785,546.589,624.4119999999999,521.64
DarPaso,Caminar,Pausa,Neutral,0.0,464.375,336.70099999999996,552.467,346.972,546.5840000000001,299.976,0.0,0.0,0.0,0.0,565.702,392.48800000000006,641.999,461.444,675.7760000000001,533.4169999999999,622.928,528.979
DarPaso,Caminar,Pausa,Neutral,0.0,452.644,341.06800000000004,542.207,346.965,531.947,299.972,534.868,402.724,530.453,426.215,553.925,391.01,628.807,454.13800000000003,674.345,527.525,614.134,524.586
DarPaso,Caminar,Pausa,Neutral,0.0,442.398,342.528,530.436,346.945,520.1659999999999,301.46,534.8530000000001,390.98800000000006,511.381,414.46,542.193,388.048,621.486,452.62,669.93,518.7280000000001,609.735,517.253
DarPaso,Caminar,Pausa,Neutral,0.0,435.035,345.445,512.8480000000001,344.039,504.04699999999997,299.961,511.392,380.727,480.54900000000004,415.976,527.513,385.129,608.265,440.906,661.091,509.889,597.974,512.846
DarPaso,Caminar,Pausa,Neutral,0.0,415.962,345.494,499.606,343.994,484.949,299.999,487.904,374.82800000000003,451.21,417.44699999999995,517.232,379.23900000000003,599.4580000000001,436.5,649.376,501.082,531.935,462.92699999999996
DarPaso,Caminar,Pausa,Neutral,0.0,393.92699999999996,342.56699999999995,483.473,341.055,468.796,297.059,468.787,373.365,421.82,421.81300000000005,504.043,371.918,589.163,427.69199999999995,639.075,493.76599999999996,526.049,462.94
DarPaso,Caminar,Pausa,Neutral,0.0,380.723,341.084,468.819,336.684,452.648,298.495,440.917,379.264,392.463,430.648,496.68800000000005,367.5,575.98,420.337,625.856,484.949,511.37,455.587
DarPaso,Caminar,Pausa,Neutral,0.0,364.59,341.075,454.125,335.19800000000004,433.55199999999996,299.972,418.91,385.116,368.974,440.935,484.92400000000004,357.251,562.739,411.56300000000005,611.178,476.139,502.555,455.593
DarPaso,Caminar,Pausa,Neutral,0.0,354.306,341.08,436.51099999999997,336.67800000000005,404.191,326.394,393.963,390.98,346.94699999999995,454.116,471.73699999999997,346.961,549.547,404.17800000000005,596.547,465.892,490.81199999999995,454.13800000000003
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,341.09,339.601,423.274,333.754,386.6,324.948,376.30699999999996,392.44599999999997,333.74800000000005,464.407,459.975,342.566,540.74,392.47,584.786,459.98400000000004,486.39,455.594
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,326.428,338.165,405.69199999999995,332.275,367.496,330.798,360.145,401.254,323.438,473.19699999999995,446.77,335.226,531.918,388.043,577.441,452.667,479.083,451.19699999999995
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,316.129,341.05400000000003,392.477,333.74199999999996,354.277,338.142,346.977,405.67699999999996,311.749,483.462,436.48699999999997,332.275,523.097,377.76800000000003,568.613,442.398,470.28,454.10400000000004
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,310.257,341.066,383.665,335.194,341.079,342.537,336.709,414.45300000000003,305.843,487.88699999999994,427.685,326.407,514.303,370.445,562.729,436.483,464.39,452.64599999999996
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,299.988,342.546,374.84,335.22,329.346,345.475,327.855,417.413,300.001,490.82,420.347,323.491,509.88300000000004,366.022,556.895,429.159,457.045,454.10699999999997
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,292.66,345.452,366.022,335.19,320.515,346.941,323.441,418.91,298.531,495.23,411.556,321.97900000000004,501.124,358.713,553.932,420.342,451.148,451.181
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,288.22,345.49699999999996,358.69,335.228,313.191,355.736,321.99,423.284,299.98900000000003,498.152,404.223,316.14599999999996,496.664,355.754,549.525,411.55199999999996,442.38,451.189
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,282.35,346.972,351.371,335.207,308.78,354.286,321.98,418.88300000000004,298.513,495.236,399.801,316.132,487.906,348.409,546.597,404.219,437.98800000000006,451.204
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,277.981,351.375,345.475,335.23699999999997,299.999,355.772,317.603,418.892,297.061,496.686,392.45599999999996,314.67400000000004,480.54400000000004,342.577,540.742,393.93,435.022,451.20599999999996
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,275.013,355.749,341.07,336.68300000000005,295.575,357.241,314.66700000000003,418.88,295.58799999999997,496.67199999999997,388.05800000000005,314.657,476.13599999999997,339.634,536.349,388.05699999999996,429.14599999999996,449.717
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,276.45599999999996,357.23900000000003,339.602,338.135,291.178,358.699,311.753,418.911,291.2,498.149,388.038,316.12,474.652,338.161,534.839,383.64599999999996,426.23,451.202
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,275.043,358.686,335.225,338.147,288.258,360.152,310.246,420.338,289.689,496.711,383.649,314.67400000000004,465.88599999999997,333.76300000000003,531.893,379.23,421.81699999999995,451.165
TomarObjeto,Acomodar,Trabajo,Neutral,0.0,275.022,360.173,335.204,338.13699999999994,288.222,358.69800000000004,308.76,420.358,286.746,495.211,383.64,316.134,464.4,333.73400000000004,526.073,373.37199999999996,418.89599999999996,449.714
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,275.02,360.20099999999996,333.731,338.14,286.744,360.17699999999996,304.381,423.30300000000005,280.901,495.227,380.728,314.656,461.44,329.341,523.127,370.464,415.94300000000004,445.315
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,275.033,361.635,332.265,339.619,280.893,367.495,300.01099999999997,426.204,277.934,498.13,380.728,313.193,458.51,327.85900000000004,521.636,368.99800000000005,414.462,445.305
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,275.019,364.56800000000004,335.18800000000005,341.098,283.844,370.421,298.53700000000003,427.702,275.032,498.164,383.655,313.20799999999997,461.469,326.433,520.1659999999999,368.97900000000004,412.999,446.787
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,276.474,366.037,335.20099999999996,342.541,282.355,370.468,297.063,427.716,273.52299999999997,498.13,385.12800000000004,313.20099999999996,462.935,326.402,518.696,368.94699999999995,411.54699999999997,446.78
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,279.425,367.49,333.754,344.039,280.89599999999996,373.402,297.02099999999996,429.163,270.628,498.13699999999994,386.59,313.197,462.897,324.96299999999997,515.7769999999999,367.523,411.561,449.70099999999996
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,285.296,367.515,336.658,345.51099999999997,286.752,380.694,297.034,429.19199999999995,267.692,498.181,386.579,313.202,460.01,324.94,514.297,367.524,410.098,449.721
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,288.21,368.98,338.139,345.51800000000003,286.781,380.73699999999997,297.038,429.19199999999995,270.626,495.23699999999997,389.514,313.171,462.905,324.97,512.86,368.972,410.085,451.155
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,289.704,370.44599999999997,341.06800000000004,346.98,289.683,383.64,298.504,429.181,272.10200000000003,495.224,391.0,313.204,461.45099999999996,326.38599999999997,512.855,370.407,410.061,452.659
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,292.664,370.471,342.538,348.412,291.16200000000003,382.18699999999995,299.959,429.165,275.026,490.814,392.44599999999997,316.128,459.98400000000004,326.385,512.863,370.441,407.162,454.13599999999997
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,297.02,371.93300000000005,343.996,349.88,291.17400000000004,382.213,302.926,427.718,276.526,487.87199999999996,393.92900000000003,320.506,462.95099999999996,332.26,514.314,371.916,407.16900000000004,457.046
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,297.07,374.86699999999996,344.032,354.289,292.654,385.13199999999995,305.832,429.18,277.97,486.439,395.389,322.013,462.93699999999995,335.209,517.269,374.86,408.61400000000003,461.44199999999995
DesplazarObjeto,Acomodar,Trabajo,Neutral,0.0,299.97700000000003,379.23,346.959,355.764,292.64099999999996,386.602,308.76599999999996,429.153,279.426,486.42199999999997,401.274,324.943,465.88599999999997,339.596,521.616,379.27,410.082,462.92199999999997
